-2214.272, 725.1755, 123.4401, 0x66884588 (door) (amv_zone_0.ymt), ff9d00
-438.3869, 498.0667, 100.2591, amv_cas_02 (amv_zone_14.ymt), ff9d00
-438.3869, 497.4417, 100.2591, amv_cas_05 (amv_zone_14.ymt), ff9d00
-412.9394, 500.2029, 97.94453, 0x59502AF5 (amv_zone_14.ymt), ff9d00
-438.3869, 497.0667, 100.2591, amv_cas_04 (amv_zone_14.ymt), ff9d00
-438.3869, 498.0667, 100.2591, amv_cas_03 (amv_zone_14.ymt), ff9d00
-444.0467, 494.1154, 99.65997, amv_cas_house_int (amv_zone_14.ymt), ff9d00
-445.0801, 496.9282, 99.65997, amv_cas_house_int (amv_zone_14.ymt), ff9d00
-444.1665, 499.9131, 99.03582, amv_doors (amv_zone_14.ymt), ff9d00
576.7625, 602.4185, 110.8834, amv_cor_derricks (amv_zone_140.ymt), ff9d00
604.8763, 628.8376, 112.0584, amv_cor_derricks (amv_zone_140.ymt), ff9d00
526.2192, 573.7178, 111.0584, amv_cor_derricks (amv_zone_140.ymt), ff9d00
538.497, 573.3442, 113.5584, amv_cor_derricks (amv_zone_140.ymt), ff9d00
539.6031, 562.7659, 113.8084, amv_cor_derricks (amv_zone_140.ymt), ff9d00
545.0796, 559.6899, 113.8084, amv_cor_derricks (amv_zone_140.ymt), ff9d00
586.1367, 562.0056, 121.3084, amv_cor_derricks (amv_zone_140.ymt), ff9d00
555.8914, 568.8984, 113.8084, amv_cor_derricks (amv_zone_140.ymt), ff9d00
595.7641, 621.6628, 112.0584, amv_cor_derricks (amv_zone_140.ymt), ff9d00
595.9954, 570.4794, 114.5584, amv_cor_derricks (amv_zone_140.ymt), ff9d00
560.7895, 584.0931, 110.3084, amv_cor_derricks (amv_zone_140.ymt), ff9d00
543.6268, 595.3838, 121.3084, amv_cor_derricks (amv_zone_140.ymt), ff9d00
570.0337, 591.9712, 111.3084, amv_cor_derricks (amv_zone_140.ymt), ff9d00
585.8179, 612.1912, 111.9331, amv_cor_derricks (amv_zone_140.ymt), ff9d00
552.1467, 589.3793, 113.8084, amv_cor_derricks (amv_zone_140.ymt), ff9d00
462.6313, 618.3063, 115.2584, amv_cor_workers01 (amv_zone_140.ymt), ff9d00
498.9633, 576.9962, 111.5584, amv_cor_workers01 (amv_zone_140.ymt), ff9d00
485.2466, 603.7941, 113.4334, amv_cor_workers01 (amv_zone_140.ymt), ff9d00
501.4084, 603.5093, 111.4334, amv_cor_workers01 (amv_zone_140.ymt), ff9d00
485.2321, 620.2139, 113.8584, amv_cor_workers01 (amv_zone_140.ymt), ff9d00
499.8248, 622.0745, 114.0584, amv_cor_workers01 (amv_zone_140.ymt), ff9d00
464.3192, 603.6678, 111.1834, amv_cor_workers01 (amv_zone_140.ymt), ff9d00
480.9789, 580.8281, 111.9334, amv_cor_workers01 (amv_zone_140.ymt), ff9d00
535.9438, 570.7496, 111.9334, amv_cor_derricks (amv_zone_140.ymt), ff9d00
553.4797, 588.0522, 113.308, amv_cor_derricks (amv_zone_140.ymt), ff9d00
577.0493, 610.7552, 110.8084, amv_cor_derricks (amv_zone_140.ymt), ff9d00
520.8206, 592.6397, 113.4334, amv_cor_derricks (amv_zone_140.ymt), ff9d00
513.5341, 626.3105, 116.1834, amv_cor_derricks (amv_zone_140.ymt), ff9d00
518.394, 563.8783, 110.9334, amv_cor_workers01 (amv_zone_140.ymt), ff9d00
508.5695, 562.2842, 111.1834, amv_cor_workers01 (amv_zone_140.ymt), ff9d00
899.7923, 265.2192, 116.1541, 0x66884588 (door) (amv_zone_140.ymt), ff9d00
901.7977, 261.2549, 117.0415, amv_larned_sod_int (amv_zone_140.ymt), ff9d00
900.0629, 259.4694, 117.665, amv_lar_01 (amv_zone_140.ymt), ff9d00
895.761, 263.849, 117.335, amv_larned_sod_int (amv_zone_140.ymt), ff9d00
894.1089, 256.4508, 117.5907, amv_lar_01 (amv_zone_140.ymt), ff9d00
544.0332, 656.9468, 113.4055, amv_cor (amv_zone_140.ymt), ff9d00
546.9956, 647.7802, 113.4055, amv_cor (amv_zone_140.ymt), ff9d00
561.6807, 669.4476, 119.0305, amv_cor (amv_zone_140.ymt), ff9d00
598.566, 642.4875, 117.8084, amv_cor_derricks (amv_zone_140.ymt), ff9d00
587.4758, 644.7874, 124.0584, amv_cor_derricks (amv_zone_140.ymt), ff9d00
597.2864, 650.299, 116.5584, amv_cor_derricks (amv_zone_140.ymt), ff9d00
605.9927, 641.1876, 114.8084, amv_cor_derricks (amv_zone_140.ymt), ff9d00
501.2168, 79.80066, 138.8997, amv_dis_hrt_firepit (amv_zone_140.ymt), ff9d00
525.507, 373.7368, 108.37, amv_dis_hrt_wagon_01 (amv_zone_140.ymt), ff9d00
886.1857, 471.161, 106.1394, amv_dis_hrt_wagon_03 (amv_zone_140.ymt), ff9d00
491.9576, 673.288, 117.4529, amv_doors (amv_zone_141.ymt), ff9d00
492.1698, 677.2233, 121.097, amv_doors (amv_zone_141.ymt), ff9d00
491.8274, 673.2964, 121.1231, amv_doors (amv_zone_141.ymt), ff9d00
485.7322, 664.7516, 115.031, amv_cor (amv_zone_141.ymt), ff9d00
478.647, 668.382, 121.406, amv_cor (amv_zone_141.ymt), ff9d00
461.9467, 665.9537, 119.2805, amv_cor (amv_zone_141.ymt), ff9d00
476.0166, 679.9473, 121.2472, amv_cor_factb_int (amv_zone_141.ymt), ff9d00
492.3856, 678.4647, 117.9622, amv_cor_factb_int (amv_zone_141.ymt), ff9d00
479.1957, 671.8138, 118.0472, amv_cor_factb_int (amv_zone_141.ymt), ff9d00
461.8098, 673.3339, 121.9475, amv_cor_factb_int (amv_zone_141.ymt), ff9d00
464.3003, 673.116, 121.9475, amv_cor_factb_int (amv_zone_141.ymt), ff9d00
469.1287, 672.6559, 121.9475, amv_cor_factb_int (amv_zone_141.ymt), ff9d00
471.6191, 672.4383, 121.9475, amv_cor_factb_int (amv_zone_141.ymt), ff9d00
476.4881, 672.0123, 121.9475, amv_cor_factb_int (amv_zone_141.ymt), ff9d00
479.2526, 671.7704, 121.9475, amv_cor_factb_int (amv_zone_141.ymt), ff9d00
482.0295, 671.5275, 121.9475, amv_cor_factb_int (amv_zone_141.ymt), ff9d00
486.8362, 671.1071, 121.9475, amv_cor_factb_int (amv_zone_141.ymt), ff9d00
489.3517, 670.887, 121.9475, amv_cor_factb_int (amv_zone_141.ymt), ff9d00
494.0836, 670.4732, 121.9576, amv_cor_factb_int (amv_zone_141.ymt), ff9d00
459.2381, 676.3576, 118.3225, amv_cor_factb_int (amv_zone_141.ymt), ff9d00
525.64, 645.1611, 113.5305, amv_cor (amv_zone_141.ymt), ff9d00
513.1398, 651.5181, 116.1834, amv_cor_derricks (amv_zone_141.ymt), ff9d00
593.3467, 708.6201, 125.4055, amv_cor (amv_zone_141.ymt), ff9d00
507.0584, 673.2975, 115.031, amv_cor (amv_zone_142.ymt), ff9d00
502.7808, 677.4707, 128.906, amv_cor (amv_zone_142.ymt), ff9d00
501.5433, 671.9327, 123.356, amv_cor (amv_zone_142.ymt), ff9d00
511.9371, 673.1667, 119.4055, amv_cor (amv_zone_142.ymt), ff9d00
501.8288, 673.7568, 115.281, amv_cor (amv_zone_142.ymt), ff9d00
506.411, 677.3714, 120.656, amv_cor (amv_zone_142.ymt), ff9d00
501.0166, 677.7102, 125.5555, amv_cor (amv_zone_142.ymt), ff9d00
496.6205, 664.4254, 118.906, amv_cor (amv_zone_142.ymt), ff9d00
504.9993, 669.8409, 119.906, amv_cor (amv_zone_142.ymt), ff9d00
503.1504, 677.4727, 118.1372, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
496.1857, 678.1824, 123.1222, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
496.2514, 678.1766, 118.097, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
501.8679, 677.6382, 121.8927, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
496.6289, 670.2505, 121.9276, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
499.7036, 672.8676, 121.9425, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
198.6748, 985.6138, 190.3992, 0x66884588 (door) (amv_zone_142.ymt), ff9d00
198.5073, 986.799, 190.3992, 0x66884588 (door) (amv_zone_142.ymt), ff9d00
223.3706, 990.4363, 191.0013, 0x66884588 (door) (amv_zone_142.ymt), ff9d00
215.7023, 987.5212, 191.0013, 0x66884588 (door) (amv_zone_142.ymt), ff9d00
223.6973, 986.4963, 192.1663, amv_din_house_int (amv_zone_142.ymt), ff9d00
218.2991, 985.8845, 192.1263, amv_din_house_int (amv_zone_142.ymt), ff9d00
193.758, 986.0603, 192.1487, amv_din_barn_int (amv_zone_142.ymt), ff9d00
198.6281, 986.1935, 193.7671, amv_din_barn_int (amv_zone_142.ymt), ff9d00
238.5432, 991.5978, 189.9177, amv_din_01 (amv_zone_142.ymt), ff9d00
193.4849, 987.6635, 193.1177, amv_din_01 (amv_zone_142.ymt), ff9d00
220.5067, 987.1224, 192.4177, amv_din_01 (amv_zone_142.ymt), ff9d00
220.918, 976.4114, 192.1677, amv_din_01 (amv_zone_142.ymt), ff9d00
191.8638, 991.304, 191.1177, amv_din_01 (amv_zone_142.ymt), ff9d00
500.5377, 683.1249, 121.1321, 0x66884588 (door) (amv_zone_142.ymt), ff9d00
500.537, 683.1239, 117.4529, 0x66884588 (door) (amv_zone_142.ymt), ff9d00
471.8476, 710.712, 120.6555, amv_cor (amv_zone_142.ymt), ff9d00
482.9603, 697.3165, 118.2805, amv_cor (amv_zone_142.ymt), ff9d00
480.8559, 690.4738, 120.4055, amv_cor (amv_zone_142.ymt), ff9d00
483.3303, 688.9269, 115.031, amv_cor (amv_zone_142.ymt), ff9d00
482.126, 708.431, 118.9055, amv_cor (amv_zone_142.ymt), ff9d00
455.7066, 681.2557, 121.4055, amv_cor (amv_zone_142.ymt), ff9d00
471.8908, 720.6773, 117.2938, amv_cor (amv_zone_142.ymt), ff9d00
497.9733, 685.8179, 121.9475, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
495.4827, 686.0358, 121.9475, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
490.6884, 686.4552, 121.9475, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
488.1606, 686.6763, 121.9475, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
483.304, 687.1013, 121.9475, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
480.5644, 687.3409, 121.9475, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
477.8248, 687.5806, 121.9475, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
472.9682, 688.0056, 121.9475, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
470.4777, 688.2234, 121.9475, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
465.6709, 688.644, 121.9475, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
463.1804, 688.8619, 121.9475, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
463.1804, 688.8619, 118.3225, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
465.6709, 688.644, 118.3225, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
470.4777, 688.2234, 118.3225, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
472.9682, 688.0056, 118.3225, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
488.1606, 686.6763, 118.3225, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
490.6884, 686.4552, 118.3225, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
495.4827, 686.0358, 118.3225, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
497.9733, 685.8179, 118.3225, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
460.0404, 686.3885, 118.3225, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
459.676, 681.3636, 118.3225, amv_cor_factb_int (amv_zone_142.ymt), ff9d00
157.0753, 589.9747, 122.4037, amv_hea_bridge_trestle (amv_zone_142.ymt), ff9d00
335.7564, 881.1667, 158.3739, amv_hea_bridge_02 (amv_zone_142.ymt), ff9d00
370.5569, 1072.477, 190.8848, amv_dis_cho_colpsdwagon_02 (amv_zone_142.ymt), ff9d00
2494.339, -420.1385, 44.46867, 0x66884588 (door) (amv_zone_143.ymt), ff9d00
2493.972, -421.627, 45.30387, amv_can_01 (amv_zone_143.ymt), ff9d00
2473.482, -390.9363, 40.80387, amv_can_01 (amv_zone_143.ymt), ff9d00
2484.391, -408.0932, 41.80387, amv_can_01 (amv_zone_143.ymt), ff9d00
2483.526, -427.6463, 42.05387, amv_can_01 (amv_zone_143.ymt), ff9d00
2497.81, -421.1353, 45.66388, amv_can_01 (amv_zone_143.ymt), ff9d00
2488.14, -413.0461, 42.56637, amv_can_01 (amv_zone_143.ymt), ff9d00
2497.716, -421.1981, 46.27887, amv_can_01 (amv_zone_143.ymt), ff9d00
2533.638, -295.7987, 42.04456, amv_smb_bridge_marsh (amv_zone_143.ymt), ff9d00
2553.456, -374.7344, 40.97736, amv_smb_bridge_plank (amv_zone_143.ymt), ff9d00
2307.473, -332.9116, 41.98358, 0x66884588 (door) (amv_zone_143.ymt), ff9d00
2311.607, -328.0041, 41.98176, amv_doors (amv_zone_143.ymt), ff9d00
2309.53, -330.4653, 42.13083, amv_phono_houseboat_int (amv_zone_143.ymt), ff9d00
2308.46, -331.7047, 43.92527, amv_pho_01 (amv_zone_143.ymt), ff9d00
2878.688, -265.2272, 42.99181, amv_cop_01 (amv_zone_143.ymt), ff9d00
2886.01, -253.0092, 44.74181, amv_cop_01 (amv_zone_143.ymt), ff9d00
2871.068, -258.1249, 42.99181, amv_cop_01 (amv_zone_143.ymt), ff9d00
2900.396, -246.2085, 41.49181, amv_cop_01 (amv_zone_143.ymt), ff9d00
2235.603, -143.4504, 48.07653, amv_mac_house_int (amv_zone_143.ymt), ff9d00
2236.818, -143.1552, 51.10789, amv_mac_001 (amv_zone_143.ymt), ff9d00
2255.175, -150.8254, 46.85789, amv_mac_001 (amv_zone_143.ymt), ff9d00
2269.525, -137.4186, 46.5079, amv_mac_001 (amv_zone_143.ymt), ff9d00
2222.922, -153.8775, 47.93035, amv_mac_001 (amv_zone_143.ymt), ff9d00
2277.439, -128.7115, 46.35789, amv_mac_001 (amv_zone_143.ymt), ff9d00
2356.36, -67.71343, 42.95183, amv_sca_mea_genbridge (amv_zone_143.ymt), ff9d00
2268.272, -146.3309, 47.10789, amv_mac_001 (amv_zone_143.ymt), ff9d00
2255.827, -139.3229, 50.09207, amv_mac_001 (amv_zone_143.ymt), ff9d00
2237.477, -141.984, 47.72425, 0x66884588 (door) (amv_zone_143.ymt), ff9d00
2235.207, -146.6414, 47.72648, 0x66884588 (door) (amv_zone_143.ymt), ff9d00
2670.52, -381.2308, 41.10305, amv_jklm_sle02_railbridge (amv_zone_143.ymt), ff9d00
2689.5, -326.7393, 40.90305, amv_jklm_sle02_railbridge (amv_zone_143.ymt), ff9d00
2660.457, -381.1551, 41.10305, amv_jklm_sle02_railbridge (amv_zone_143.ymt), ff9d00
2665.903, -328.5078, 41.10305, amv_jklm_sle02_railbridge (amv_zone_143.ymt), ff9d00
2670.655, -288.9241, 41.10305, amv_jklm_sle02_railbridge (amv_zone_143.ymt), ff9d00
1265.336, -410.7632, 97.69508, 0x66884588 (door) (amv_zone_144.ymt), ff9d00
1264.738, -404.0247, 97.69508, 0x66884588 (door) (amv_zone_144.ymt), ff9d00
1266.792, -412.0858, 97.69508, amv_doors (amv_zone_144.ymt), ff9d00
1262.977, -407.4645, 94.87685, amv_compsons_int (amv_zone_144.ymt), ff9d00
1259.928, -407.8318, 98.21686, amv_compsons_int (amv_zone_144.ymt), ff9d00
1265.54, -408.6457, 101.7569, amv_compsons_int (amv_zone_144.ymt), ff9d00
1270.578, -411.7383, 98.12685, amv_compsons_int (amv_zone_144.ymt), ff9d00
1268.813, -407.0542, 98.21685, amv_compsons_int (amv_zone_144.ymt), ff9d00
1259.926, -407.106, 96.61713, amv_compsons_int (amv_zone_144.ymt), ff9d00
1265.481, -412.6313, 100.2629, amv_jum_01 (amv_zone_144.ymt), ff9d00
1265.128, -407.4425, 102.2629, amv_com_01 (amv_zone_144.ymt), ff9d00
1264.556, -402.0468, 100.5129, amv_jum_01 (amv_zone_144.ymt), ff9d00
1237.202, -439.8379, 93.26286, amv_com_01 (amv_zone_144.ymt), ff9d00
1268.104, -386.5436, 93.06919, amv_dis_scmwell_int (amv_zone_144.ymt), ff9d00
1268.114, -387.8273, 98.77142, amv_dis_scmwell_int (amv_zone_144.ymt), ff9d00
1237.279, -439.883, 92.90359, amv_com_muleshed_int (amv_zone_144.ymt), ff9d00
1237.435, -439.2386, 93.04163, amv_com_muleshed_int (amv_zone_144.ymt), ff9d00
1237.885, -433.92, 90.93359, amv_com_muleshed_int (amv_zone_144.ymt), ff9d00
1270.416, -410.3081, 97.71947, amv_compsons_int (amv_zone_144.ymt), ff9d00
1263.542, -405.7852, 97.72765, amv_compsons_int (amv_zone_144.ymt), ff9d00
1240.67, -435.87, 90.8, amv_com_muleshed_int (amv_zone_144.ymt), ff9d00
1425.512, -456.8123, 77.1357, amv_eri_quarry (amv_zone_144.ymt), ff9d00
1459.454, -482.6393, 75.1357, amv_eri_quarry (amv_zone_144.ymt), ff9d00
1402.771, -464.8916, 80.37682, amv_eri_quarry (amv_zone_144.ymt), ff9d00
1423.244, -462.4992, 75.52006, amv_dis_mine_cart (amv_zone_144.ymt), ff9d00
1626.7, -366.2408, 76.01493, amv_doors (amv_zone_145.ymt), ff9d00
1622.99, -362.7691, 77.15708, amv_lonnies_shack_int (amv_zone_145.ymt), ff9d00
1743.131, -412.657, 45.80865, shack_urr_int (amv_zone_145.ymt), c92222
1622.929, -364.1581, 77.05192, amv_lnn_01 (amv_zone_145.ymt), ff9d00
1702.313, -385.0833, 51.84781, amv_car_barn_int (amv_zone_145.ymt), ff9d00
1743.692, -412.745, 51.83792, amv_dea_01 (amv_zone_145.ymt), ff9d00
1785.205, -399.2065, 49.21292, amv_dea_01 (amv_zone_145.ymt), ff9d00
1706.362, -408.1474, 51.33792, amv_dea_01 (amv_zone_145.ymt), ff9d00
1700.938, -386.0116, 52.21292, amv_dea_01 (amv_zone_145.ymt), ff9d00
1794.86, -410.1251, 46.46292, amv_dea_01 (amv_zone_145.ymt), ff9d00
1715.973, -441.4424, 49.58792, amv_dea_01 (amv_zone_145.ymt), ff9d00
1775.928, -471.3302, 50.83792, amv_dea_01 (amv_zone_145.ymt), ff9d00
1741.817, -464.67, 48.71292, amv_dea_01 (amv_zone_145.ymt), ff9d00
1707.714, -409.005, 50.78791, amv_dea_01 (amv_zone_145.ymt), ff9d00
1724.414, -406.4398, 48.47366, amv_dea_01 (amv_zone_145.ymt), ff9d00
1937.141, -406.1651, 43.4123, amv_swa_bridge_a (amv_zone_145.ymt), ff9d00
1950.32, -248.5729, 45.07904, amv_reg_bridge (amv_zone_145.ymt), ff9d00
-867.1367, 1571.4, 5.55, 0x482BF7C9 (Beta Adler Barn) (amv_zone_146.ymt), c92222
-863.2, 1581.7, 5.55, 0x482BF7C9 (Beta Adler Barn) (amv_zone_146.ymt), c92222
-868.3, 1577.7, 5.55, 0x482BF7C9 (Beta Adler Barn) (amv_zone_146.ymt), c92222
-848.3, 1659.3, 6.5, 0xE2398E73 (Beta Adler ???) (amv_zone_146.ymt), c92222
-855, 1653.6, 6.6, 0xE2398E73 (Beta Adler ???) (amv_zone_146.ymt), c92222
-851.9, 1656.4, 6.6, 0xE2398E73 (Beta Adler ???) (amv_zone_146.ymt), c92222
-879.5203, 1564.8, 5.8, 0xAFA87378 (Beta Adler Cabin) (amv_zone_146.ymt), c92222
-883.2041, 1568.467, 5.8, 0xAFA87378 (Beta Adler Cabin) (amv_zone_146.ymt), c92222
-879.1, 1571.5, 5.8, 0xAFA87378 (Beta Adler Cabin) (amv_zone_146.ymt), c92222
-871.3, 1565.1, 5.8, 0xAFA87378 (Beta Adler Cabin) (amv_zone_146.ymt), c92222
-874.2, 1568.6, 5.8, 0xAFA87378 (Beta Adler Cabin) (amv_zone_146.ymt), c92222
-857, 1515.2, 4.9, 0xBE008F3C (Beta Adler Cabin Copy) (amv_zone_146.ymt), c92222
-854.5, 1520.4, 4.9, 0xBE008F3C (Beta Adler Cabin Copy) (amv_zone_146.ymt), c92222
-851.3, 1523.7, 4.9, 0xBE008F3C (Beta Adler Cabin Copy) (amv_zone_146.ymt), c92222
-850.4, 1515.5, 4.9, 0xBE008F3C (Beta Adler Cabin Copy) (amv_zone_146.ymt), c92222
-853.7, 1511.7, 4.9, 0xBE008F3C (Beta Adler Cabin Copy) (amv_zone_146.ymt), c92222
-1019.602, 1688.071, 244.367, 0x66884588 (door) (amv_zone_146.ymt), ff9d00
-1021.418, 1692.231, 245.8397, amv_shack_gri_g1_int (amv_zone_146.ymt), ff9d00
-1019.194, 1692.714, 244.6711, amv_shack_gri_g1_int (amv_zone_146.ymt), ff9d00
-1023.227, 1690.834, 244.821, amv_shack_gri_g1_int (amv_zone_146.ymt), ff9d00
-1021.185, 1691.733, 245.8397, amv_shack_gri_g1_int (amv_zone_146.ymt), ff9d00
3970.82, -3297.449, 69.95662, amv_agu1 (amv_zone_147.ymt), c92222
3949.636, -3296.921, 64.45662, amv_agu1 (amv_zone_147.ymt), c92222
3475.667, -3613.47, 46.05341, amv_agu_boat_int (amv_zone_147.ymt), c92222
4258.938, -2745.348, 72.89819, amv_metapeditor (amv_zone_147.ymt), c92222
674.8566, -7336.491, 71.97684, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
648.9194, -7385.141, 102.0592, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
729.5826, -7452.752, 77.67986, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
647.6414, -7369.345, 45.5238, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
678.0353, -7371.313, 47.52774, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
695.3211, -7438.613, 55.88066, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
649.1102, -7370.448, 88.07863, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
626.873, -7345.309, 43.40355, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
660.9106, -7351.95, 79.3282, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
634.0375, -7369.992, 109.4412, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
666.1904, -7388.581, 90.89929, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
675.7227, -7335.991, 53.85184, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
604.2816, -7325.457, 44.51296, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
585.7458, -7321.815, 43.44961, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
665.6424, -7345.983, 53.1142, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
665.4908, -7400.32, 93.70721, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
647.1461, -7478.128, 49.9595, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
622.0049, -7438.85, 50.61789, amv_agu_el_hueco_cave_int (amv_zone_148.ymt), c92222
629.3033, -7329.523, 120.9125, amv_elhueco_cliff (amv_zone_148.ymt), ff9d00
638.1053, -7316.546, 127.4125, amv_elhueco_cliff (amv_zone_148.ymt), ff9d00
625.2126, -7345.938, 114.9125, amv_elhueco_cliff (amv_zone_148.ymt), ff9d00
551.3667, -7373.449, 54.6534, amv_c_11_arch_rock (amv_zone_148.ymt), ff9d00
576.8918, -7250.281, 46.415, amv_c_11_terrain_fix (amv_zone_148.ymt), ff9d00
2309.263, 1454.756, 87.15923, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2282.705, 1491.727, 107.7982, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2275.936, 1485.687, 95.95333, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2357.295, 1392.886, 107.8671, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2348.355, 1408.436, 104.6754, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2289.38, 1465.319, 87.97065, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2276.13, 1486.081, 83.65651, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2265.015, 1445.103, 96.17679, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2330.435, 1426.887, 109.2047, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2347.077, 1429.317, 100.5419, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2354.957, 1379.252, 111.839, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2340.219, 1358.277, 107.2688, amv_beaverhollow_camp (amv_zone_149.ymt), ff9d00
2354.734, 1345.362, 106.8039, amv_beaverhollow_camp (amv_zone_149.ymt), ff9d00
2367.993, 1350.379, 106.7907, amv_beaverhollow_camp (amv_zone_149.ymt), ff9d00
2365.035, 1359.012, 106.7735, amv_beaverhollow_camp (amv_zone_149.ymt), ff9d00
2359.938, 1376.444, 106.9422, amv_beaverhollow_camp (amv_zone_149.ymt), ff9d00
2353.983, 1371.82, 106.124, amv_beaverhollow_camp (amv_zone_149.ymt), ff9d00
2343.527, 1350.421, 106.849, amv_beaverhollow_camp (amv_zone_149.ymt), ff9d00
2344.804, 1367.986, 105.9116, amv_beaverhollow_camp (amv_zone_149.ymt), ff9d00
2337.986, 1344.647, 106.7676, amv_beaverhollow_camp (amv_zone_149.ymt), ff9d00
2321.36, 1436.186, 92.94126, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2276.342, 1485.628, 88.85651, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2277.267, 1486.38, 104.9533, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2338.746, 1403.377, 117.1089, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2336.114, 1400.388, 120.6091, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2333.623, 1397.936, 115.6935, amv_beaverhollow (amv_zone_149.ymt), ff9d00
2338.259, 1421.042, 101.0004, amv_beaverhollow (amv_zone_149.ymt), ff9d00
1981.647, 1194.632, 171.5176, 0x66884588 (door) (amv_zone_149.ymt), ff9d00
1984.041, 1193.469, 172.9667, amv_shack_cwb_int (amv_zone_149.ymt), ff9d00
1984.113, 1193.571, 173.9667, amv_shack_cwb_int (amv_zone_149.ymt), ff9d00
1991.873, 1181.118, 171.9667, amv_shack_cwb_int (amv_zone_149.ymt), ff9d00
1987.919, 1194.458, 172.077, amv_shack_cwb_int (amv_zone_149.ymt), ff9d00
1985.555, 1191.081, 172.077, amv_shack_cwb_int (amv_zone_149.ymt), ff9d00
2301.019, 1076.509, 91.20637, amv_butcher_poisoncave_l14_int (amv_zone_149.ymt), ff9d00
2296.512, 1123.936, 102.6636, amv_butcher_poisoncave_l14_int (amv_zone_149.ymt), ff9d00
2270.294, 1083.28, 90.95573, amv_butcher_poisoncave_l14_int (amv_zone_149.ymt), ff9d00
2282.49, 1197.987, 109.6653, amv_butcher_poisoncave_l14_int (amv_zone_149.ymt), ff9d00
2296.247, 1175.104, 104.0689, amv_butcher_poisoncave_l14_int (amv_zone_149.ymt), ff9d00
2351.021, 1015.358, 76.76161, amv_butcher_poisoncave_l14_int (amv_zone_149.ymt), ff9d00
2312.885, 1033.267, 82.04331, amv_butcher_poisoncave_l14_int (amv_zone_149.ymt), ff9d00
2324.267, 1086.364, 104.9974, amv_butcher_poisoncave_l14_int (amv_zone_149.ymt), ff9d00
2394.254, 1056.694, 82.86009, amv_k_14_booby_trap (amv_zone_149.ymt), ff9d00
