x, y, z, debugModel / entityId (filename.yas) (dlcpack), useSceneOrigin
-5521.219383, -2949.562370, -3.119316, mp_female / mp_player_f_4 (cutscene@mpgvo1_int.yas) (mp001), 4cc922
-5521.188565, -2949.520000, -3.376388, p_c_horse_01 / 0xE8AFD6AC (cutscene@mpgvo1_int.yas) (mp001), 4cc922
-5518.312615, -2954.373000, -3.613626, mp_male / mp_player_m_2 (cutscene@mpgvo1_int.yas) (mp001), 4cc922
-5519.479098, -2943.403520, -3.078020, p_c_horse_01 / 0xFC98CA7F (cutscene@mpgvo1_int.yas) (mp001), 4cc922
-5517.159759, -3043.940800, -1.963556, mp_female / mp_player_f_2 (cutscene@mpgvo1_int.yas) (mp001), 4cc922
-5517.101673, -3043.699400, -2.482849, p_c_horse_01 / 0x0099A80B (cutscene@mpgvo1_int.yas) (mp001), 4cc922
-5517.147865, -3020.332440, -2.827630, None / exportcamera (cutscene@mpgvo1_int.yas) (mp001), null
-5519.128512, -3049.184800, -1.906029, mp_female / mp_player_f_3 (cutscene@mpgvo1_int.yas) (mp001), 4cc922
-5519.093355, -3048.954800, -2.311949, p_c_horse_01 / 0x70DCB6B3 (cutscene@mpgvo1_int.yas) (mp001), 4cc922
-5517.589431, -3035.556100, -2.218751, mp_female / mp_player_f_1 (cutscene@mpgvo1_int.yas) (mp001), 4cc922
-5518.613200, -3040.330800, -2.064137, mp_male / mp_player_m_4 (cutscene@mpgvo1_int.yas) (mp001), 4cc922
-5519.128512, -3049.184800, -1.813996, mp_male / mp_player_m_3 (cutscene@mpgvo1_int.yas) (mp001), 4cc922
-5517.575724, -3035.555300, -2.188556, mp_male / mp_player_m_1 (cutscene@mpgvo1_int.yas) (mp001), 4cc922
-5518.607499, -3040.307500, -2.118827, mp_female / mp_player_f_4 (cutscene@mpgvo1_int.yas) (mp001), 4cc922
-5518.598739, -3040.078100, -2.532728, p_c_horse_01 / 0xE8AFD6AC (cutscene@mpgvo1_int.yas) (mp001), 4cc922
-5517.159759, -3043.940900, -1.963545, mp_male / mp_player_m_2 (cutscene@mpgvo1_int.yas) (mp001), 4cc922
-5517.601168, -3035.562700, -2.593113, p_c_horse_01 / 0xFC98CA7F (cutscene@mpgvo1_int.yas) (mp001), 4cc922
-3960.139897, -2132.431880, -4.370938, mp_female / mp_player_f_2 (cutscene@mpgvo1_mcs1.yas) (mp001), 4cc922
-3958.389969, -2129.394190, -5.235464, p_door_vanhorne_l_01x / p_door_vanhorne_l_01x (cutscene@mpgvo1_mcs1.yas) (mp001), 4cc922
-3952.663809, -2129.120480, -4.092079, None / exportcamera (cutscene@mpgvo1_mcs1.yas) (mp001), null
-3959.292844, -2131.150230, -4.373165, mp_female / mp_player_f_3 (cutscene@mpgvo1_mcs1.yas) (mp001), 4cc922
-3958.237095, -2130.229430, -4.305722, mp_female / mp_player_f_1 (cutscene@mpgvo1_mcs1.yas) (mp001), 4cc922
-3960.997945, -2133.273750, -4.325510, mp_male / mp_player_m_4 (cutscene@mpgvo1_mcs1.yas) (mp001), 4cc922
-3959.294958, -2131.145800, -4.369465, mp_male / mp_player_m_3 (cutscene@mpgvo1_mcs1.yas) (mp001), 4cc922
-3962.043410, -2123.381330, -4.113263, cs_mp_allison / allison (cutscene@mpgvo1_mcs1.yas) (mp001), 4cc922
-3958.244813, -2130.231560, -4.299528, mp_male / mp_player_m_1 (cutscene@mpgvo1_mcs1.yas) (mp001), 4cc922
-3960.991169, -2133.267740, -4.885589, mp_female / mp_player_f_4 (cutscene@mpgvo1_mcs1.yas) (mp001), 4cc922
-3960.157799, -2132.457100, -4.345973, mp_male / mp_player_m_2 (cutscene@mpgvo1_mcs1.yas) (mp001), 4cc922
-3961.464278, -2123.508250, -4.123843, cs_mp_cliff / gang_leader (cutscene@mpgvo1_mcs1.yas) (mp001), 4cc922
-3956.592666, -2127.290000, -4.284500, mp_female / mp_player_f_2 (cutscene@mpgvo1_mcs2.yas) (mp001), 4cc922
-3958.389969, -2129.394187, -5.235464, p_door_vanhorne_l_01x / p_door_vanhorne_l_01x (cutscene@mpgvo1_mcs2.yas) (mp001), 4cc922
-3956.648998, -2126.264816, -3.517154, None / exportcamera (cutscene@mpgvo1_mcs2.yas) (mp001), null
-3957.674373, -2127.413206, -4.281761, mp_female / mp_player_f_3 (cutscene@mpgvo1_mcs2.yas) (mp001), 4cc922
-3956.576896, -2126.498981, -4.281791, mp_female / mp_player_f_1 (cutscene@mpgvo1_mcs2.yas) (mp001), 4cc922
-3955.544724, -2126.266513, -4.316850, mp_male / mp_player_m_4 (cutscene@mpgvo1_mcs2.yas) (mp001), 4cc922
-3957.673957, -2127.416486, -4.306998, mp_male / mp_player_m_3 (cutscene@mpgvo1_mcs2.yas) (mp001), 4cc922
-3960.695330, -2122.156187, -4.096144, cs_mp_allison / allison (cutscene@mpgvo1_mcs2.yas) (mp001), 4cc922
-3956.583417, -2126.500936, -4.307090, mp_male / mp_player_m_1 (cutscene@mpgvo1_mcs2.yas) (mp001), 4cc922
-3955.543363, -2126.265409, -4.291125, mp_female / mp_player_f_4 (cutscene@mpgvo1_mcs2.yas) (mp001), 4cc922
-3956.592930, -2127.293075, -4.304127, mp_male / mp_player_m_2 (cutscene@mpgvo1_mcs2.yas) (mp001), 4cc922
-3958.887488, -2124.817134, -4.123425, cs_mp_cliff / gang_leader (cutscene@mpgvo1_mcs2.yas) (mp001), 4cc922
-920.724950, -636.282753, 72.517761, mp_female / mp_player_f_2 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-921.239051, -635.596488, 71.662913, p_cs_ropelegsplit / thief_01_legrope (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-817.130290, -591.789030, 71.452562, privateboxcar04x / carriage4 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-857.921630, -614.150980, 71.292594, northsteamer01x / engine (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-922.240845, -636.935995, 71.950125, p_cs_ropehandssplit / thief_02_handrope (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-806.605300, -586.442000, 71.715830, privateboxcar01x / carriage5 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-919.660619, -635.629577, 71.743351, p_cs_ropelegsplit / 0x1E426287 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-838.167100, -602.898900, 71.337428, midlandboxcar05x / carriage2 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-921.119343, -636.452704, 71.829823, p_cs_ropehandssplit / thief_01_handrope (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-873.372800, -628.193800, 71.704940, None / exportcamera (cutscene@mpgvo2_ext.yas) (mp001), null
-922.868726, -636.892401, 72.403469, mp_female / mp_player_f_3 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-919.205821, -636.350553, 71.777668, p_cs_ropehandssplit / 0x45789944 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-922.425092, -636.131927, 71.713492, p_cs_ropelegsplit / thief_02_legrope (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-848.463070, -608.780580, 71.314021, privateboxcar04x / carriage1 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-796.079400, -581.095800, 72.014535, privateboxcar01x / carriage6 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-922.249070, -636.860313, 71.623084, mp_gunvoutd2_males_01 / thief_02 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-785.555100, -575.751010, 72.328747, privateboxcar04x / carriage7 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-921.182244, -636.395181, 71.622801, mp_gunvoutd2_males_01 / thief_01 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-919.317065, -636.326920, 71.627645, mp_gunvoutd2_males_01 / bob_crawfish (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-827.635940, -597.176470, 71.350406, privateboxcar04x / carriage3 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-916.622235, -636.174209, 71.542192, mp_gunvoutd2_males_01 / thief_03 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-918.770182, -636.044879, 72.396433, mp_female / mp_player_f_1 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-916.551407, -635.643401, 72.355893, mp_male / mp_player_m_4 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-922.909518, -636.878500, 72.390722, mp_male / mp_player_m_3 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-918.736030, -636.024677, 72.387225, mp_male / mp_player_m_1 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-775.031200, -570.406720, 72.652144, privateboxcar04x / carriage8 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-916.558832, -635.676853, 72.377289, mp_female / mp_player_f_4 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-920.703988, -636.257408, 72.504030, mp_male / mp_player_m_2 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-764.464800, -565.041180, 72.983132, midlandboxcar05x / carriage9 (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-916.593236, -636.156965, 71.754782, p_cs_ropehandssplit / thief_03_handrope (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-916.606789, -635.382662, 71.655424, p_cs_ropelegsplit / thief_03_legrope (cutscene@mpgvo2_ext.yas) (mp001), 4cc922
-605.108700, -22.344052, 85.658395, mp_female / mp_player_f_2 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-606.294880, -22.807222, 85.585864, mp_gunvoutd2_males_01 / clinton (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-607.105810, -20.699222, 85.647965, a_c_horse_andalusian_rosegray / horse_01 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-604.511640, -24.984472, 86.103260, None / exportcamera (cutscene@mpgvo2_int.yas) (mp001), null
-604.453570, -23.312872, 85.617384, mp_female / mp_player_f_3 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-605.155490, -23.144812, 85.615925, mp_female / mp_player_f_1 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-604.277720, -21.722582, 85.709850, mp_male / mp_player_m_4 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-607.118830, -20.835622, 86.450632, cs_valsheriff / valentine_sheriff (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-604.453700, -23.305472, 85.599581, mp_male / mp_player_m_3 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-608.744078, -26.611082, 84.994446, p_door04x / p_door04x (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-605.155970, -23.142222, 85.600451, mp_male / mp_player_m_1 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-604.275310, -21.722402, 85.728387, mp_female / mp_player_f_4 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-605.116480, -22.340702, 85.643073, mp_male / mp_player_m_2 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-600.284620, -21.475232, 85.823924, mp_female / mp_player_f_2 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-610.918411, -25.451052, 85.968844, mp_gunvoutd2_males_01 / clinton (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-607.108320, -20.695592, 85.638492, a_c_horse_andalusian_rosegray / horse_01 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-606.308980, -24.941592, 86.650592, None / exportcamera (cutscene@mpgvo2_int.yas) (mp001), null
-599.646110, -22.270102, 85.769630, mp_female / mp_player_f_3 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-600.383930, -22.259322, 85.749711, mp_female / mp_player_f_1 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-599.921840, -20.689862, 85.932340, mp_male / mp_player_m_4 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-609.646700, -26.433372, 85.928970, cs_valsheriff / valentine_sheriff (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-599.647440, -22.262812, 85.751763, mp_male / mp_player_m_3 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-600.389960, -22.261772, 85.734215, mp_male / mp_player_m_1 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-599.922900, -20.689542, 85.950824, mp_female / mp_player_f_4 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-600.288550, -21.475812, 85.809128, mp_male / mp_player_m_2 (cutscene@mpgvo2_int.yas) (mp001), 4cc922
-918.696407, -635.182058, 72.508100, mp_female / mp_player_f_2 (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-918.578886, -634.163582, 71.702937, s_ropehogtielegs01x / thief_01_legrope (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-921.243629, -633.617728, 71.880851, s_ropehogtiehands01x / thief_02_handrope (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-920.125952, -634.480810, 71.744743, s_ropehogtielegs01x / 0x1E426287 (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-915.981318, -634.194150, 72.535074, mp_gunvoutd2_males_01 / clinton (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-918.659231, -633.375938, 71.812753, s_ropehogtiehands01x / thief_01_handrope (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-919.568317, -634.125276, 72.042287, None / exportcamera (cutscene@mpgvo2_mcs1.yas) (mp001), null
-921.221668, -635.451889, 72.520091, mp_female / mp_player_f_3 (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-920.333337, -633.665959, 71.857199, s_ropehogtiehands01x / 0x45789944 (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-921.537758, -634.428995, 71.696450, s_ropehogtielegs01x / thief_02_legrope (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-921.273901, -633.714072, 72.524932, mp_gunvoutd2_males_01 / thief_02 (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-918.738154, -633.414162, 72.487150, mp_gunvoutd2_males_01 / thief_01 (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-920.155856, -633.814931, 72.508875, mp_gunvoutd2_males_01 / bob_crawfish (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-920.270145, -632.437741, 70.020619, p_cs_billstack01x / p_cs_billstack01x (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-917.585203, -633.227139, 72.480858, mp_gunvoutd2_males_01 / thief_03 (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-920.355693, -634.795956, 72.511002, mp_female / mp_player_f_1 (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-917.515550, -634.838975, 72.475867, mp_male / mp_player_m_4 (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-921.224205, -635.453599, 72.499885, mp_male / mp_player_m_3 (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-920.355539, -634.799377, 72.491088, mp_male / mp_player_m_1 (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-917.519401, -634.841153, 72.492111, mp_female / mp_player_f_4 (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-918.711283, -635.151309, 72.487500, mp_male / mp_player_m_2 (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-917.485036, -633.054564, 71.828611, s_ropehogtiehands01x / thief_03_handrope (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-917.359244, -633.949389, 71.757885, s_ropehogtielegs01x / thief_03_legrope (cutscene@mpgvo2_mcs1.yas) (mp001), 4cc922
-3333.091720, -2832.807780, -6.730646, mp_female / mp_player_f_2 (cutscene@mpgvo3_ext1.yas) (mp001), 4cc922
-3336.171440, -2841.357960, -6.345946, a_c_horse_americanpaint_overo / horse_01 (cutscene@mpgvo3_ext1.yas) (mp001), 4cc922
-3333.660670, -2833.288280, -6.797795, s_ropehogtielegs01x / s_ropehogtielegs01x (cutscene@mpgvo3_ext1.yas) (mp001), 4cc922
-3331.308820, -2840.747240, -6.053212, None / exportcamera (cutscene@mpgvo3_ext1.yas) (mp001), null
-3335.257200, -2831.994030, -6.889572, mp_female / mp_player_f_3 (cutscene@mpgvo3_ext1.yas) (mp001), 4cc922
-3329.750080, -2842.678100, -6.501511, mp_u_m_o_blwpolicechief_01 / blackwater_chief (cutscene@mpgvo3_ext1.yas) (mp001), 4cc922
-3334.218610, -2832.721540, -6.044573, s_ropehogtiehands01x / s_ropehogtiehands01x (cutscene@mpgvo3_ext1.yas) (mp001), 4cc922
-3329.836720, -2842.132140, -6.553178, p_cigarette01x / p_cigarette01x (cutscene@mpgvo3_ext1.yas) (mp001), 4cc922
-3330.721910, -2838.745130, -7.933740, p_cs_billstack01x / p_cs_billstack01x (cutscene@mpgvo3_ext1.yas) (mp001), 4cc922
-3334.023730, -2832.977270, -6.730401, mp_female / mp_player_f_1 (cutscene@mpgvo3_ext1.yas) (mp001), 4cc922
-3333.264370, -2831.667020, -6.778908, mp_male / mp_player_m_4 (cutscene@mpgvo3_ext1.yas) (mp001), 4cc922
-3335.255370, -2831.987730, -6.911154, mp_male / mp_player_m_3 (cutscene@mpgvo3_ext1.yas) (mp001), 4cc922
-3334.024880, -2832.978190, -6.830986, mp_male / mp_player_m_1 (cutscene@mpgvo3_ext1.yas) (mp001), 4cc922
-3333.260250, -2831.662160, -6.752720, mp_female / mp_player_f_4 (cutscene@mpgvo3_ext1.yas) (mp001), 4cc922
-3334.012880, -2832.923380, -6.162047, mp_gunvoutd3_bht_01 / bounty (cutscene@mpgvo3_ext1.yas) (mp001), 4cc922
-3333.091240, -2832.810270, -6.756021, mp_male / mp_player_m_2 (cutscene@mpgvo3_ext1.yas) (mp001), 4cc922
-3332.890870, -2833.253620, -6.713935, mp_female / mp_player_f_2 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3336.171440, -2841.357960, -6.345945, a_c_horse_americanpaint_overo / horse_01 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3331.336250, -2840.839710, -6.039318, None / exportcamera (cutscene@mpgvo3_ext2.yas) (mp001), null
-3334.932270, -2832.518020, -6.861411, mp_female / mp_player_f_3 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3329.765580, -2842.692290, -6.505821, mp_u_m_o_blwpolicechief_01 / blackwater_chief (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3329.863630, -2842.324000, -6.602388, p_cigarette01x / p_cigarette01x (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3336.311860, -2841.459130, -11.359556, p_cs_billstack01x / p_cs_billstack01x (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3333.778020, -2833.671360, -6.731720, mp_female / mp_player_f_1 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3333.174410, -2831.859700, -6.779189, mp_male / mp_player_m_4 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3333.654200, -2833.716190, -6.140119, mp_gunvoutd3_males_01 / dead_bandito (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3334.932020, -2832.516160, -6.883909, mp_male / mp_player_m_3 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3333.782570, -2833.663940, -6.811391, mp_male / mp_player_m_1 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3333.173590, -2831.857060, -6.758032, mp_female / mp_player_f_4 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3332.891820, -2833.253810, -6.733741, mp_male / mp_player_m_2 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3330.415860, -2839.461440, -6.252807, mp_female / mp_player_f_2 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3336.171440, -2841.357960, -6.345947, a_c_horse_americanpaint_overo / horse_01 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3332.536910, -2835.197380, -6.222751, None / exportcamera (cutscene@mpgvo3_ext2.yas) (mp001), null
-3333.495350, -2838.164370, -6.524953, mp_female / mp_player_f_3 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3330.662720, -2840.918710, -6.169823, mp_u_m_o_blwpolicechief_01 / blackwater_chief (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3328.765170, -2842.119410, -6.108191, p_cigarette01x / p_cigarette01x (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3333.211010, -2839.867860, -6.290379, mp_female / mp_player_f_1 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3331.225210, -2837.952070, -6.392525, mp_male / mp_player_m_4 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3333.221070, -2840.005050, -5.686276, mp_gunvoutd3_males_01 / dead_bandito (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3333.498930, -2838.165870, -6.548459, mp_male / mp_player_m_3 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3333.211880, -2839.863700, -6.371358, mp_male / mp_player_m_1 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3331.223490, -2837.957300, -6.369512, mp_female / mp_player_f_4 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-3330.405040, -2839.458330, -6.273118, mp_male / mp_player_m_2 (cutscene@mpgvo3_ext2.yas) (mp001), 4cc922
-2680.921940, -2178.759978, 80.162354, mp_female / mp_player_f_2 (cutscene@mpgvo3_int.yas) (mp001), 4cc922
-2693.180735, -2181.118438, 80.195090, mp_gunvoutd3_males_01 / deputy (cutscene@mpgvo3_int.yas) (mp001), 4cc922
-2693.745682, -2175.559727, 80.782559, a_c_horse_americanpaint_overo / horse_01 (cutscene@mpgvo3_int.yas) (mp001), 4cc922
-2689.798361, -2179.134864, 80.395377, None / exportcamera (cutscene@mpgvo3_int.yas) (mp001), null
-2680.100090, -2179.872106, 80.181135, mp_female / mp_player_f_3 (cutscene@mpgvo3_int.yas) (mp001), 4cc922
-2691.147035, -2181.385315, 80.323342, p_stickfirepoker01x / p_stickfirepoker01x (cutscene@mpgvo3_int.yas) (mp001), 4cc922
-2691.794441, -2181.403186, 80.119768, mp_u_m_o_blwpolicechief_01 / blackwater_chief (cutscene@mpgvo3_int.yas) (mp001), 4cc922
-2693.199412, -2180.726841, 80.376242, p_camp_cup_01x / p_camp_cup_01x (cutscene@mpgvo3_int.yas) (mp001), 4cc922
-2690.523609, -2180.727572, 79.847982, p_campfireburnedout05x / p_campfireburnedout05x (cutscene@mpgvo3_int.yas) (mp001), 4cc922
-2681.390044, -2179.349732, 80.226874, mp_female / mp_player_f_1 (cutscene@mpgvo3_int.yas) (mp001), 4cc922
-2679.717480, -2178.369869, 80.062777, mp_male / mp_player_m_4 (cutscene@mpgvo3_int.yas) (mp001), 4cc922
-2693.128514, -2180.805770, 80.565232, p_spoon01x / p_spoon01x (cutscene@mpgvo3_int.yas) (mp001), 4cc922
-2680.099170, -2179.872764, 80.187354, mp_male / mp_player_m_3 (cutscene@mpgvo3_int.yas) (mp001), 4cc922
-2681.389517, -2179.349453, 80.225874, mp_male / mp_player_m_1 (cutscene@mpgvo3_int.yas) (mp001), 4cc922
-2679.719830, -2178.367554, 80.063400, mp_female / mp_player_f_4 (cutscene@mpgvo3_int.yas) (mp001), 4cc922
-2696.434728, -2175.969082, 81.007017, a_c_horse_hungarianhalfbred_piebaldtobiano / horse_01^1 (cutscene@mpgvo3_int.yas) (mp001), 4cc922
-2680.920180, -2178.759456, 80.163979, mp_male / mp_player_m_2 (cutscene@mpgvo3_int.yas) (mp001), 4cc922
-3040.696480, -2469.453670, 28.667198, mp_female / mp_player_f_2 (cutscene@mpgvo3_mcs1.yas) (mp001), 4cc922
-3042.027780, -2470.564650, 27.736733, p_cs_ropelegsplit / p_cs_ropelegsplit (cutscene@mpgvo3_mcs1.yas) (mp001), 4cc922
-3040.453630, -2471.116560, 28.332630, None / exportcamera (cutscene@mpgvo3_mcs1.yas) (mp001), null
-3040.988780, -2468.839060, 28.687947, mp_female / mp_player_f_3 (cutscene@mpgvo3_mcs1.yas) (mp001), 4cc922
-3041.842130, -2471.592660, 27.740397, p_cs_ropehandssplit / p_cs_ropehandssplit (cutscene@mpgvo3_mcs1.yas) (mp001), 4cc922
-3040.608050, -2470.476040, 28.640690, mp_female / mp_player_f_1 (cutscene@mpgvo3_mcs1.yas) (mp001), 4cc922
-3039.403630, -2470.491120, 28.680697, mp_male / mp_player_m_4 (cutscene@mpgvo3_mcs1.yas) (mp001), 4cc922
-3047.719180, -2471.351320, 27.368640, mp_gunvoutd3_males_01 / dead_bandito (cutscene@mpgvo3_mcs1.yas) (mp001), 4cc922
-3040.988800, -2468.839030, 28.687967, mp_male / mp_player_m_3 (cutscene@mpgvo3_mcs1.yas) (mp001), 4cc922
-3040.608100, -2470.476000, 28.640617, mp_male / mp_player_m_1 (cutscene@mpgvo3_mcs1.yas) (mp001), 4cc922
-3039.403630, -2470.491140, 28.680679, mp_female / mp_player_f_4 (cutscene@mpgvo3_mcs1.yas) (mp001), 4cc922
-3041.743430, -2471.353050, 27.765941, mp_gunvoutd3_bht_01 / bounty (cutscene@mpgvo3_mcs1.yas) (mp001), 4cc922
-3040.696490, -2469.453620, 28.667239, mp_male / mp_player_m_2 (cutscene@mpgvo3_mcs1.yas) (mp001), 4cc922
-871.598950, -1273.224950, 43.422212, mp_female / mp_player_f_2 (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-871.358950, -1276.442560, 43.294707, cs_mp_oldman_jones / old_man_jones (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-872.149683, -1275.165410, 42.696185, p_boiler02x / p_boiler02x (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-871.599669, -1274.896660, 43.786852, None / exportcamera (cutscene@mpgvo_int1.yas) (mp001), null
-874.087013, -1274.788200, 43.374730, mp_female / mp_player_f_3 (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-870.546038, -1277.241520, 42.690026, p_cs_book04x / p_cs_book04x (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-871.986475, -1274.938210, 42.715855, p_pan02x / p_pan02x (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-870.548903, -1276.294510, 42.284157, p_cs_sausage01x / p_cs_sausage01x (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-870.424431, -1276.886820, 42.226418, p_chair_crate15x / p_chair_crate15x (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-870.209586, -1274.691310, 43.320952, cs_mp_horley / horley (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-871.653179, -1273.318300, 42.368275, p_chairfolding02x / p_chairfolding02x (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-872.188827, -1274.117440, 43.375084, mp_female / mp_player_f_1 (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-873.553585, -1275.404360, 43.289849, mp_male / mp_player_m_4 (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-874.083518, -1274.790210, 43.349305, mp_male / mp_player_m_3 (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-872.178791, -1274.131870, 43.350515, mp_male / mp_player_m_1 (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-873.553585, -1275.404360, 43.303912, mp_female / mp_player_f_4 (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-872.037988, -1275.154670, 42.290347, p_cookgrate01x / p_cookgrate01x (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-870.667328, -1275.257030, 43.510144, p_boilercamp01x / p_boilercamp01x (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-871.598950, -1273.224950, 43.422212, mp_male / mp_player_m_2 (cutscene@mpgvo_int1.yas) (mp001), 4cc922
-871.906205, -1274.979870, 42.760087, p_cs_sausage01x / p_cs_sausage01x^1 (cutscene@mpgvo_int1.yas) (mp001), 4cc922
