x, y, z, filename.yas (path), marker
-468.803, 190.701, 40.551, script@rcm@abi1@ig@rsc_ig_12_fishingsureisboring@rsc_ig_12_fishingsureisboring_arthur.yas (anim_0), 000000
-468.8025, 190.7005, 40.631, script@rcm@abi1@ig@rsc_ig_12_fishingsureisboring@rsc_ig_12_fishingsureisboring.yas (anim_0), 4cc922
-468.8695, 190.7485, 40.5677, script@rcm@abi1@leadin@rsc2@base.yas (anim_0), 4cc922
-468.8695, 190.7485, 40.5677, script@rcm@abi1@leadin@rsc2@leadin_left.yas (anim_0), 4cc922
-468.8695, 190.7485, 40.5677, script@rcm@abi1@leadin@rsc2@leadin_left_player.yas (anim_0), 4cc922
-467.0626, 192.5666, 40.73642, script@beat@wilderness@goldpanner@goldpanner.yas (anim_0), 4cc922
-445.82, 1056.54, 86.78, cutscene@nts3_ext.yas (anim_0), 4cc922
-445.82, 1056.54, 86.78, script@story@nts3@leadin@ext@leadin.yas (anim_0), 4cc922
-445.82, 1056.54, 86.78, script@story@nts3@leadout@ext@leadout.yas (anim_0), 4cc922
-443.5, 387.3, 97.6, script@cme@rdown1_cme_leavingdownes2.yas (anim_0), n/a
-441.436, 502.566, 98.032, 0xCC1AE85.yas (anim_0), 4cc922
-439.4059, 501.9888, 96.909, script@proc@eventareas@castorspond@stageone_all.yas (anim_0), 4cc922
-437.735, 501.542, 98.93, 0xA8F7E6F7.yas (anim_0), 4cc922
-436.2283, 493.5801, 97.09893, script@proc@eventareas@castorspond@sonhammering.yas (anim_0), 4cc922
-432.899, 504.6039, 96.75255, script@proc@eventareas@castorspond@stagefour.yas (anim_0), 4cc922
-432.2997, 503.7053, 96.71958, script@proc@eventareas@castorspond@stageone_foreman.yas (anim_0), 4cc922
-432.3804, 503.7464, 96.75574, 0xD0840EC7.yas (anim_0), 4cc922
-432.6461, 503.79037, 96.82345, script@proc@eventareas@castorspond@stagethreefather.yas (anim_0), 4cc922
-432.99362, 510.64386, 97.00404, script@proc@eventareas@castorspond@stagetwo_father.yas (anim_0), 4cc922
-431.1296, 746.2379, 113.75384, 0x7E1C7586.yas (anim_0), 4cc922
-431.7619, 502.2639, 96.77024, 0xFEF2EBA4.yas (anim_0), 4cc922
-430.9382, -109.038, 44.23521, script@fast_travel@loc@fast_travel_loc_n09a.yas (anim_0), n/a
-430.65125, 746.383, 113.868835, script@common@cnv_camp@carust@ig@ig_herd_point@herd_point.yas (anim_0), 4cc922
-428.755, 1708.892, 217.776, cutscene@prhm6_ext.yas (anim_0), 4cc922
-427.7, 493.1, 101.4, script@mpstory@mpclay2@int_loops@session_screen_valentine.yas (patchpack002), n/a
-424.737, 1605.567, 214.205, script@proc@homerobberies@chez_porter@javierscout.yas (anim_0), 4cc922
-418.52277, -582.91113, 83.35395, script@cme@mar6_cme_shot1.yas (anim_0), n/a
-417.478, 1754.552, 215.268, script@proc@homerobberies@chez_porter@enter_loop_leadin.yas (anim_0), 4cc922
-413.615, 1726.302, 215.301, script@proc@homerobberies@chez_porter@fathersonargue.yas (anim_0), 4cc922
-413.6717, 1726.33, 215.2453, script@proc@homerobberies@chez_porter@patrol.yas (anim_0), 4cc922
-412.128, 1713.672, 215.241, script@proc@homerobberies@chez_porter@javierfire.yas (anim_0), 4cc922
-412.6904, 1715.686, 215.6476, script@proc@homerobberies@chez_porter@sonsreactfire.yas (anim_0), 4cc922
-412.6904, 1715.686, 215.6476, script@proc@homerobberies@chez_porter@sonsreactfire_son_a.yas (anim_0), 4cc922
-412.6904, 1715.686, 215.6476, script@proc@homerobberies@chez_porter@sonsreactfire_son_b.yas (anim_0), 4cc922
-407.505, 1742.782, 215.256, script@proc@homerobberies@chez_porter@rowdybrothers.yas (anim_0), 4cc922
-406.8542, 1535.0468, 194.74849, script@cme@hr_javier_cme_end.yas (anim_0), n/a
-406.66956, -3074.903, 74.10734, script@beat@wilderness@sharpshooter@cleaning.yas (anim_0), 4cc922
-404.2953, 782.52, 114.8, 0xEEE1B6F4.yas (mp005), 4cc922
-401.2, 824.7, 115.38, scenario@townsecrets@mass_grave@massgrave.yas (anim_0), 4cc922
-400.1112, 345.9981, 52.11861, script@fast_travel@loc@fast_travel_loc_m09a.yas (anim_0), n/a
-400.7026, 380.5393, 51.083393, script@establisher@gnarly_rock.yas (anim_0), n/a
-399.461, 1735.822, 215.43, script@proc@homerobberies@chez_porter@creepytalk.yas (anim_0), 4cc922
-399.461, 1735.822, 215.43, script@proc@homerobberies@chez_porter@creepytalk_sonbreakout.yas (anim_0), 4cc922
-398.60367, 532.4724, 101.89979, 0x975ED70.yas (anim_0), 4cc922
-396.01, -108.14, 44.1, script@mpstory@mpgvo2@ig@ig3@ig3_enemies_escaping.yas (mp005), 4cc922
-392.1, -455.2, 76, 0x4AD73257.yas (mp005), 4cc922
-392.0187, -101.4797, 48.00227, script@specialped@pdcwv_bum_civil_war_veteran@ig@ig_4@ig_4.yas (anim_0), c92222
-391.68292, -116.34522, 45.352737, script@mp@establishers@limpany.yas (patchpack003), n/a
-390.1249, 927.2814, 117.09619, cutscene@mry1_int.yas (anim_0), 4cc922
-389.5, 1400.4, 198.8, script@cme@hr_javier_cme_grizzlies_1.yas (anim_0), n/a
-388.7, 444.3, 71.1, script@cme@rdown1_cme_scripted.yas (anim_0), n/a
-388.28793, -504.6836, 78.77625, script@fast_travel@loc@fast_travel_loc_n09b.yas (anim_0), n/a
-387.1683, 636.4607, 112.1359, script@fast_travel@loc@fast_travel_loc_l09a.yas (anim_0), n/a
-384.2795, 85.91661, 42.98204, script@titles@title_ch2_horseshoe.yas (anim_0), n/a
-382.65, 1298.75, 148, 0x6B518EB2.yas (anim_0), c92222
-382.65, 1298.75, 148, cutscene@wnt4_mcs_5.yas (anim_0), 4cc922
-382.65, 1298.75, 148, cutscene@wnt4_mcs_6.yas (anim_0), 4cc922
-381.3461, 743.25104, 115.59675, scenario@amb_rest@prop_human_sleep_bed_pillow@resting@right@male_a@core.yas (anim_0), 4cc922
-380.71765, 742.18024, 115.605774, scenario@amb_rest@prop_human_sleep_bed_pillow@resting@left@female_a@core.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, cutscene@wnt4_ext2.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, cutscene@wnt4_mcs7.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig18_guards_aimed@ig18_left_guard.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig18_guards_aimed@ig18_mid_guard.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig18_guards_aimed@ig18_right_guard.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig23_armor_car_dynamite@ig23_armor_car.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig23_armor_car_dynamite@ig23_armor_car_arthur.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig23_armor_car_dynamite@ig23_armor_car_bill.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig23_armor_car_dynamite@ig23_armor_car_charles.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig24_gang_looting_train@ig24_gang_looting_train.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig24_gang_looting_train@ig24_gang_looting_train_arthur.yas (anim_0), c92222
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig28_dutchguards@ig28.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig28_dutchguards@ig28_bill.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig28_dutchguards@ig28_charles.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig28_dutchguards@ig28_dutch.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig28_dutchguards@ig28_lftguard.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig28_dutchguards@ig28_midguard.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig28_dutchguards@ig28_rtguard.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig_37_board_private_car@ig_37_board_private_car_gang.yas (anim_0), 4cc922
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig_37_board_private_car@ig_37_board_private_car_lenny.yas (anim_0), 9D00FF
-375.2, 1365.9, 164.8, script@story@wnt4@ig@ig_37_board_private_car@ig_37_board_private_car_micah.yas (anim_0), 9D00FF
-375.2, 1365.9, 164.8, script@story@wnt4@leadout@mcs_6@leadout_all.yas (anim_0), 4cc922
-375.3247, 740.4361, 114.8567, script@vignette@ambient@av_sore_joints@pl_action.yas (anim_0), 4cc922
-370.69, 787, 115.2707, script@specialped@dalemaroney@dalemaroney1bed.yas (anim_0), 4cc922
-370.69, 787, 115.2707, script@specialped@dalemaroney@leadin@1@dalemaroney1bed.yas (anim_0), 4cc922
-370.69, 787, 115.2707, script@specialped@dalemaroney@leadin@1@dalemaroney1end_base.yas (anim_0), 4cc922
-370.69, 787, 115.2707, script@specialped@dalemaroney@leadin@1@dalemaroney1sleep.yas (anim_0), 4cc922
-369.0832, 787, 116.1752, lightrig_mp@horseshop@shop_val_horse_shop_lighting.yas (mp005), 000000
-366.7, 775.8, 117.0094, script@story@fin2@ig@endcredits@shot06.yas (anim_0), n/a
-366.669, 803.929, 115.101, script@beat@town@tensestandoff@4v1.yas (PS4), 4cc922
-366.2486, 1360.8136, 153.13141, script@story@wnt4@ig@ig16_box_guards@ig16_box_guards_jump3.yas (anim_0), 4cc922
-366.2486, 1360.8136, 153.13141, script@story@wnt4@ig@ig16_box_guards@ig16_box_guards_shoot_em.yas (anim_0), 4cc922
-366.6694, 803.929, 115.1006, script@beat@town@tensestandoff@1v4.yas (PS4), 4cc922
-365.062, 790.98, 115.214, script@rcm@hnt1@leadin@mcs1@base_exit_breakout.yas (anim_0), 4cc922
-365.062, 790.98, 115.214, script@rcm@hnt1@leadin@mcs1@leadin.yas (anim_0), 4cc922
-365.1872, 810.698, 114.8164, scenario@townsecrets@mass_grave@base.yas (anim_0), 4cc922
-365.1872, 810.698, 114.8164, scenario@townsecrets@mass_grave@enter.yas (anim_0), 4cc922
-365.4103, 796.2831, 115.1717, script@beat@town@lostdrunk@returnbarn.yas (anim_0), 4cc922
-365.06168, 790.98, 115.2144, cutscene@rchnt1_mcs1a.yas (anim_0), 4cc922
-365.06168, 790.98, 115.2144, cutscene@rchnt1_mcs1b.yas (anim_0), 4cc922
-364.1675, -315.0615, 90.31965, script@fast_travel@establisher@settlement@swansons_station_1.yas (anim_0), n/a
-361.3, 511.82, 96.32, script@story@mud3@ig@ig17_horse_stop@ig17_horse_stop.yas (anim_0), 4cc922
-361.298, 511.823, 96.318, script@story@mud3@leadout@ext@leadout.yas (anim_0), 4cc922
-361.2982, 511.8227, 96.31788, cutscene@mud3_ext.yas (anim_0), 4cc922
-361.9922, 362.3203, 88.93646, script@load_screens@loc@m09a.yas (anim_0), n/a
-361.36395, 1371.5354, 153.89548, script@story@wnt4@ig@ig16_box_guards@ig16_box_guards_jump2.yas (anim_0), 4cc922
-360.5646, 754.1733, 115.487, cutscene@mud4_mcs4.yas (anim_0), 4cc922
-360.5976, 748.5434, 115.5851, script@vignette@ambient@av_drunk_campfire@pl_action.yas (PS4), 4cc922
-360.5976, 748.5434, 115.5851, script@vignette@ambient@av_fire_starter@pl_action.yas (anim_0), 4cc922
-358.9219, 731.2079, 115.7614, 0x060A10B0.yas (PS4), 4cc922
-357.363, 831.078, 116.922, script@beat@wilderness@corpsecart@murfreecart.yas (anim_0), 4cc922
-357.5941, 864.9064, 114.5399, script@ambient@animal@coyote_catch_squirrel@action.yas (anim_0), 4cc922
-357.15485, 1382.5525, 154.6145, script@story@wnt4@ig@ig16_box_guards@ig16_box_guards_jump_stumble.yas (anim_0), 4cc922
-357.36285, 831.07825, 116.922424, script@beat@wilderness@corpsecart@femalestruggle.yas (anim_0), 4cc922
-355.2083, 704.9382, 115.936, script@shows@magic_lantern@ig1_ticket_collector@action.yas (anim_0), 4cc922
-350.26, 501.3025, 95.7725, 0x2C905549.yas (patchpack004), 4cc922
-350.0548, 701.392, 117.6786, script@shows@magic_lantern@ig2_projectionist@ghastlyserenade.yas (anim_0), 4cc922
-350.0548, 701.392, 117.6786, script@shows@magic_lantern@ig2_projectionist@legendofblackwater.yas (anim_0), 4cc922
-350.0548, 701.392, 117.6786, script@shows@magic_lantern@ig2_projectionist@manflight.yas (anim_0), 4cc922
-350.0548, 701.392, 117.6786, script@shows@magic_lantern@ig2_projectionist@saviorsandsavages.yas (anim_0), 4cc922
-350.0548, 701.392, 117.6786, script@shows@magic_lantern@ig2_projectionist@thebear.yas (anim_0), 4cc922
-347.0708, 786.6121, 115.9517, 0x6C0A5C72.yas (PS4), 4cc922
-346.4, -359.5, 87.03, 0x719FFFE8.yas (mp005), 4cc922
-346.7, 783.7, 116.1, script@specialped@thomasdowne@thomasdowne1collect.yas (anim_0), 4cc922
-346.9, -289, 89.74, 0x5403C4B0.yas (mp005), 4cc922
-344, -365, 88.1, cutscene@gfh_boy_int.yas (mp001), 4cc922
-343.0601, -385.5625, 87.70035, script@fast_travel@establisher@settlement@swansons_station_2.yas (anim_0), n/a
-342.726, -369.429, 87.5144, script@gfh@boy@ig2_jobbriefs@jobbriefs.yas (mp008), 4cc922
-341.3966, 372.75824, 107.8035, script@mp@establishers@calibansseat.yas (patchpack003), n/a
-340.37, 794.38, 117.61, script@specialped@pdcwv_bum_civil_war_veteran@ig@ig_1@ig_1_begging.yas (anim_0), 4cc922
-340.53, -261.66, 89.66, script@mpstory@mp_poisonherb@ig@ig1_commonbullrush@ig1_commonbullrush.yas (patchpack003), 4cc922
-340.53, -261.66, 89.66, script@story@sal1@ig@sal1_ig12_wake_up@sal1_ig12_wake_up.yas (anim_0), 4cc922
-340.3791, 784.5986, 115.675316, script@story@tre1@ig@ig3_search_clues@ig3_search_clues_arthur.yas (anim_0), 4cc922
-336.91412, 744.6843, 119.51252, script@beat@town@publichanging@crowds@generic@groupd.yas (anim_0), 4cc922
-335.4516, 752.63025, 116.8706, script@story@ind1@ig@ig20_manservant_arthur@ig20_manservant_arthur.yas (anim_0), c92222
-334.09, 785.45, 115.13, script@rcm@chnt1@ig@ig0_buy_horse_chat@ig0_buy_horse_chat.yas (anim_0), 4cc922
-334.09, 785.45, 115.13, script@story@mud3@ig@ig25_uncle_buy_whiskey@ig25_uncle_buy_whiskey.yas (anim_0), c92222
-334.09, 785.45, 115.13, script@story@mud3@ig@ig26_discussion@ig26_discussion.yas (anim_0), 4cc922
-334.09, 785.45, 115.13, script@story@mud3@ig@ig26_tilly_argue@ig_26_tilly_argue.yas (anim_0), 4cc922
-334.09, 785.447, 115.131, cutscene@mud3_mcs2.yas (anim_0), 4cc922
-334.09, 785.447, 115.131, cutscene@mud3_mcs3.yas (anim_0), 4cc922
-334.849, 643.3116, 113.4549, script@mp@introflow@soloonfoot.yas (mp005), 4cc922
-331.239, -359.804, 87.12949, script@mini_game@poker@mp_prepostgame_base.yas (mp004), 4cc922
-331.239, -359.804, 87.12949, script@mini_game@poker@prepostgame_base.yas (anim_0), 4cc922
-331.1365, 779.1155, 119.5456, script@establisher@valentine.yas (anim_0), n/a
-331.03293, 777.69714, 122.059326, script@mp@establishers@valentine.yas (patchpack002), n/a
-331.4426, 791.3921, 116.5654, script@specialped@pdcwv_bum_civil_war_veteran@ig@ig_8@a1_yes_no.yas (anim_0), c92222
-331.4426, 791.3921, 116.5654, script@specialped@pdcwv_bum_civil_war_veteran@ig@ig_8@cnv_talk.yas (anim_0), c92222
-331.4426, 791.3921, 116.5654, script@specialped@pdcwv_bum_civil_war_veteran@ig@ig_8@q1_join.yas (anim_0), c92222
-331.5211, 791.6614, 116.5779, script@specialped@pdcwv_bum_civil_war_veteran@ig@ig_6@action.yas (anim_0), c92222
-330.13, -359.36, 87.09, script@rcm@ccig@leadin@rcs1@leadin.yas (anim_0), 4cc922
-330.102, -359.023, 87.091, cutscene@rrvrd_rsc_1.yas (anim_0), 4cc922
-330.102, -359.023, 87.091, script@rcm@rvrd@leadin@rsc_1@base.yas (anim_0), 4cc922
-330.102, -359.023, 87.091, script@rcm@rvrd@leadin@rsc_1@base_props.yas (anim_0), 4cc922
-330.102, -359.023, 87.091, script@rcm@rvrd@leadin@rsc_1@leadin.yas (anim_0), 4cc922
-330.102, -359.023, 87.091, script@rcm@rvrd@leadin@rsc_1@leadin_back.yas (anim_0), 4cc922
-330.132, -359.359, 87.091, cutscene@rccig_rsc1.yas (anim_0), 4cc922
-330.132, -359.359, 87.091, cutscene@rev1_mcs1.yas (anim_0), 4cc922
-330.82138, -361.597, 87.4972, lightrig@poker_cards_generic.yas (anim_0), 000000
-330.82138, -361.597, 87.4972, lightrig@poker_cards_generic_dark.yas (anim_0), 000000
-330.82138, -361.597, 87.4972, lightrig@poker_cards_swanson_station.yas (anim_0), 000000
-330.82138, -361.597, 87.4972, lightrig@poker_cards_tumbleweed.yas (anim_0), 000000
-328.35, -147.69, 51.62, 0x88D3260B.yas (patchpack002), 4cc922
-328.35, -147.69, 51.62, script@beat@wilderness@discoverables@burned_settlement@pose.yas (anim_0), 4cc922
-328.5532, -343.7031, 87.31559, script@mp@freemode_events@supply_train@flatneck_2.yas (mp005), 4cc922
-328.5532, -343.7031, 87.31559, script@mp@freemode_events@supply_train@flatneck_station.yas (mp005), n/a
-327.668, -357.796, 87.064, script@rcm@rvrd@leadout@rsc_2@base.yas (anim_0), 4cc922
-327.668, -357.796, 87.064, script@rcm@rvrd@leadout@rsc_2@leadout.yas (anim_0), 4cc922
-327.668, -357.796, 87.064, script@rcm@rvrd@leadout@rsc_2@sit_exit_criminal.yas (anim_0), 4cc922
-327.668, -357.796, 87.064, script@rcm@rvrd@leadout@rsc_2@sit_exit_duster.yas (anim_0), 4cc922
-327.668, -357.796, 87.064, script@rcm@rvrd@leadout@rsc_2@sit_exit_fight_criminal.yas (anim_0), 4cc922
-327.668, -357.796, 87.064, script@rcm@rvrd@leadout@rsc_2@sit_exit_fight_duster.yas (anim_0), 4cc922
-327.668, -357.796, 87.064, script@rcm@rvrd@leadout@rsc_2@sit_exit_props.yas (anim_0), 4cc922
-327.3563, 779.1669, 120.5166, script@ambient@town@rug_beat@low_rail@action.yas (PS4), 4cc922
-327.6681, -357.796, 87.055, script@mini_game@poker@split_take_pot.yas (mp004), 4cc922
-326.1252, -150.0689, 50.0939, script@mp@common@unlock_jail_cell@action.yas (patchpack002), 4cc922
-326.1252, -150.0689, 50.0939, script@mp@common@unlock_jail_cell@unlock.yas (patchpack002), 4cc922
-326.3018, 758.328, 120.6174, script@story@mud3@ig@ig_1_throw_whore@throwwhore.yas (anim_0), 4cc922
-326.3918, 758.688, 120.6274, script@story@mud3@ig@ig_1_throw_whore@base.yas (anim_0), 4cc922
-323.67, 181.17, 63.08, script@mpstory@mpintro@mcs1@mpintro_mcs1_loops.yas (patchpack002), 4cc922
-323.383, 758.938, 116.438, script@beat@town@townrobbery@interior_fight.yas (anim_0), 4cc922
-323.02335, 803.7396, 117.947655, lightrig@catalogue_generic.yas (anim_0), 000000
-323.3825, 758.9383, 116.4377, script@beat@town@townrobbery@interior_grapple.yas (anim_0), 4cc922
-323.3853, 804.335, 117.9317, script@ambient@town@shop@basket_purchase@female01.yas (PS4), 4cc922
-323.4541, 730.007, 116.38034, script@beat@town@publichanging@mainscene_spectators.yas (anim_0), 4cc922
-323.66647, 181.17162, 63.078125, cutscene@mpintro_mcs1.yas (mp001), 4cc922
-323.66647, 181.17162, 63.078125, cutscene@mpintro_mcs2.yas (mp001), 4cc922
-322.06625, 784.55774, 117.02116, script@ambient@town@stop_fight_attempt@action.yas (PS4), 4cc922
-319.2408, 797.0361, 116.886, cutscene@trint_int.yas (mp005), 4cc922
-317.37, 761.8, 116.44, script@mini_game@bathing@bathing_intro_outro_valentine.yas (anim_0), 4cc922
-317.68, 783.42, 119.45, script@story@mud4@ig@ig_15_strauss_wagon@ig_15_strauss_wagon_dutch.yas (anim_0), 4cc922
-317.68, 783.42, 119.45, script@story@mud4@ig@ig_15_strauss_wagon@ig_15_strauss_wagon_peds.yas (anim_0), 4cc922
-316.3825, 788.4775, 117.0225, script@fast_travel@establisher@town@valentine_2.yas (anim_0), n/a
-316.7417, 735.309, 119.6106, script@beat@town@publichanging@sheriffspeech.yas (anim_0), 4cc922
-316.69202, -253.76233, 90.9626, script@mp@establishers@flatneck.yas (patchpack003), n/a
-315.73, -368.46, 87.08, script@story@rev1@ig@ig1_witness_chat@ig1_witness_chat.yas (anim_0), 4cc922
-315.6021, 730.31, 119.7646, script@beat@town@publichanging@mainscene_family.yas (anim_0), 4cc922
-314.84, 818.183, 120.973, script@beat@town@deadjohn@valentinepickup.yas (anim_0), 4cc922
-314.4891, 386.5238, 54.94711, script@specialped@pdsnw_sun_worshipper@ig@ig_5@pdsnw_ig5_walk_talk.yas (anim_0), c92222
-314.6394, 733.692, 119.5727, 0xAE7EBE62.yas (anim_0), 4cc922
-314.8399, 818.1826, 120.9728, script@beat@town@deadjohn@var01@valentinecleanvar01.yas (anim_0), 4cc922
-314.8399, 818.1826, 120.9728, script@beat@town@deadjohn@var01@valentinecleanvar02.yas (anim_0), 4cc922
-314.8399, 818.1826, 120.9728, script@beat@town@deadjohn@var01@valentinevar01.yas (anim_0), 4cc922
-314.8399, 818.1826, 120.9728, script@beat@town@deadjohn@var01@valentinevar02.yas (anim_0), 4cc922
-313.152, 829.182, 118.494, script@beat@town@drownmurder@drown.yas (anim_0), 4cc922
-313.934, 803.364, 117.981, script@story@mud2@leadin@int@base.yas (anim_0), 4cc922
-313.934, 803.364, 117.981, script@story@mud2@leadin@mcs_1@arthur_fight.yas (anim_0), 4cc922
-313.934, 803.364, 117.981, script@story@mud2@leadin@mcs_1@charlesendloop.yas (anim_0), 4cc922
-313.934, 803.364, 117.981, script@story@mud2@leadin@mcs_1@enterbigguy.yas (anim_0), 4cc922
-313.934, 803.364, 117.981, script@story@mud2@leadin@mcs_1@failure.yas (anim_0), 4cc922
-313.934, 803.364, 117.981, script@story@mud2@leadin@mcs_1@fight.yas (anim_0), 4cc922
-313.934, 803.364, 117.981, script@story@mud2@leadin@mcs_1@fight_arthur_grapple.yas (anim_0), 4cc922
-313.934, 803.364, 117.981, script@story@mud2@leadin@mcs_1@leadin_left.yas (anim_0), 4cc922
-313.934, 803.364, 117.981, script@story@mud2@leadin@mcs_1@leadin_right.yas (anim_0), 4cc922
-313.934, 803.364, 117.981, script@story@mud2@leadin@mcs_1@loop.yas (anim_0), 4cc922
-313.3171, 805.9829, 117.9899, script@ambient@town@bartender_check_glass@action.yas (PS4), 4cc922
-313.5195, 804.9663, 117.9807, script@ambient@town@bartender_finish_stew@action.yas (PS4), 4cc922
-312.626, 793.36, 116.67, script@beat@town@duelwinner@crowdc_male.yas (anim_0), 4cc922
-311.2, 801.99, 118.03, cutscene@mud2_int.yas (anim_0), 4cc922
-311.2, 801.99, 118.03, cutscene@mud5_mcs1.yas (anim_0), 4cc922
-311.2, 801.99, 118.03, cutscene@sad2_int.yas (anim_0), 4cc922
-311.2, 801.99, 118.03, script@mp@bar_brawl_intros@val.yas (mp006), 4cc922
-311.2, 801.99, 118.03, script@rcm@sad2@leadin@rsc1@base.yas (anim_0), 4cc922
-311.2, 801.99, 118.03, script@rcm@sad2@leadin@rsc1@leadin.yas (anim_0), 4cc922
-311.2, 801.99, 118.03, script@rcm@sad2@leadin@rsc1@leadin_back.yas (anim_0), 4cc922
-311.2, 801.99, 118.03, script@story@mud5@leadout@mcs1@leadout.yas (anim_0), 4cc922
-311.06, 770.12, 117.723, 0x50E681C5.yas (anim_0), 4cc922
-311.38, 793.13, 117.518, 0x22BFB05A.yas (PS4), 4cc922
-311.57, 805.236, 118.001, script@ambient@town@bartender_toothpick@action.yas (PS4), 4cc922
-311.75, 806.26, 117.9696, 0x6C448032.yas (PS4), 4cc922
-311.75, 806.26, 117.9696, 0x29CD795F.yas (PS4), 4cc922
-311.75, 806.26, 117.9696, 0x774D483C.yas (PS4), 4cc922
-311.459, 803.467, 118.03, 0xF7B0C551.yas (anim_0), 4cc922
-311.459, 803.467, 118.03, script@story@mud3@ig@ig_3_room2a@base.yas (anim_0), 4cc922
-311.459, 803.467, 118.03, script@story@mud3@ig@ig_3_room2a@base_arthur.yas (anim_0), c92222
-311.459, 803.467, 118.03, script@story@mud3@ig@ig_9_innkeepcomplains@base.yas (anim_0), 4cc922
-311.459, 803.467, 118.03, script@story@mud3@ig@letter.yas (anim_0), 4cc922
-311.4589, 803.467, 118.03, script@story@mud3@ig@ig_2_prayingkelonian@base.yas (anim_0), 4cc922
-311.4589, 803.467, 118.03, script@story@mud3@ig@ig_7_innkeepinformsarthur@base.yas (anim_0), 4cc922
-311.6459, 805.8066, 117.9824, 0x74C19D58.yas (PS4), 4cc922
-311.8408, 807.1909, 117.9947, 0x02C8086A.yas (PS4), 4cc922
-311.8408, 807.1909, 117.9947, 0x363ECEA4.yas (PS4), 4cc922
-311.8408, 807.1909, 117.9947, 0x7582762A.yas (PS4), 4cc922
-311.25912, 801.043, 117.984825, script@ambient@generic@bucket_clean_table@female@action.yas (PS4), 4cc922
-311.25912, 801.043, 117.984825, script@ambient@generic@bucket_clean_table@male@action.yas (PS4), 4cc922
-310.54, 767.17, 117.73, script@proc@bankrobberies@valteller.yas (anim_0), 4cc922
-310.4637, 801.1637, 118.4848, scenario@mech@prop_player_food_order@bar@fork_knife@quick_exit.yas (anim_0), 4cc922
-310.65152, 840.0764, 125.075165, script@beat@town@consequence@snakebiterhodes.yas (anim_0), 4cc922
-310.73645, 795.35803, 118.960464, script@ambient@generic@hat_inspect@action.yas (PS4), 4cc922
-309.058, 779.7633, 117.7299, script@beat@town@bankrobbery@valentinebanker_deputy.yas (PS4), 4cc922
-309.058, 779.7633, 117.7299, script@beat@town@bankrobbery@valentineped01.yas (PS4), 4cc922
-309.058, 779.7633, 117.7299, script@beat@town@bankrobbery@valentineped02_03.yas (PS4), 4cc922
-309.4333, 763.791, 117.7048, script@story@mud5@ig@ig19_safe_navigation@ig19_dynamite_crack_safe.yas (anim_0), 4cc922
-309.5706, 778.6518, 117.7299, 0x8E95AA6C.yas (anim_0), 4cc922
-309.9438, 791.5209, 116.649, script@ambient@town@wagon_sweeper@action.yas (anim_0), 4cc922
-308.55, 1140.36, 105.43, cutscene@bou1_mcs2.yas (anim_0), 4cc922
-308.55, 1140.36, 105.43, script@story@bou1@ig@ig1_suspend_p1@ig1_suspend_p1.yas (anim_0), 4cc922
-308.55, 1140.36, 105.43, script@story@bou1@ig@ig2_river_struggle_p1@ig2_river_struggle_p1.yas (anim_0), c92222
-308.55, 1140.36, 105.43, script@story@bou1@ig@ig3_knock_out@ig3_knock_out.yas (anim_0), 4cc922
-308.55, 1140.36, 105.43, script@story@bou1@leadin@mcs1@ilo@benny_sleeping.yas (anim_0), 4cc922
-308.55, 1140.36, 105.43, script@story@bou1@leadin@mcs1@ilo@props.yas (anim_0), 9D00FF
-308.681, 804.707, 117.962, script@beat@town@rowdydrunks@val@shove.yas (anim_0), 4cc922
-308.3917, 788.1925, 117.505, script@story@mud4@ig@ig_16_strauss_pickup@base.yas (anim_0), 4cc922
-308.5157, 33.62029, 46.98632, script@proc@robberies@coach@playerloot_parts@playerloot_left_with_door_main.yas (anim_0), 4cc922
