x, y, z, debugModel / entityId (filename.yas), useSceneOrigin
-299.593985, 789.051820, 118.232320, a_m_m_valtownfolk_01 / male_civ_13 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_13_female_civ_7.yas), c92222
-299.610241, 791.845560, 118.218448, a_m_m_valtownfolk_01 / male_civ_17 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_17.yas), c92222
-299.648113, 782.730179, 118.358208, cs_billwilliamson / billwilliamson (script@story@mud5@ig@ig_1_bank_robbery@ig_1_bank_robberyleadout.yas), 4cc922
-299.666846, 789.259450, 118.215699, a_f_m_valprostitute_01 / female_civ_07 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_13_female_civ_7.yas), c92222
-299.679000, 775.923000, 118.764000, a_m_m_vhttownfolk_01 / pedstranger (script@beat@town@townrobbery@handover_money.yas), 4cc922
-299.743359, 791.734860, 118.232528, a_m_m_valtownfolk_01 / male_civ_17 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_17.yas), c92222
-299.789031, 791.469831, 118.509973, player_zero / arthur (script@story@sal1@ig@sal1_ig9_arthur_drunk@sal1_ig9_drunk_stumbles.yas), null
-299.863467, 794.396256, 118.324252, a_m_m_valtownfolk_01 / male_civ_18 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_18.yas), c92222
-299.930000, 785.920000, 118.188463, u_m_m_valgunsmith_01 / val_gunsmith (script@story@mud2@ig@ig_15@fight_crowd@val_gunsmith.yas), c92222
-299.930625, 785.916910, 118.188463, u_m_m_valgunsmith_01 / val_gunsmith (script@story@mud2@ig@ig_15@fight_crowd@val_gunsmith.yas), c92222
-299.934947, 785.917760, 118.188463, u_m_m_valgunsmith_01 / val_gunsmith (script@story@mud2@ig@ig_15@fight_crowd@val_gunsmith.yas), c92222
-299.949862, 785.914500, 118.188463, u_m_m_valgunsmith_01 / val_gunsmith (script@story@mud2@ig@ig_15@fight_crowd@val_gunsmith.yas), c92222
-299.969592, 794.143614, 118.324252, a_m_m_valtownfolk_01 / male_civ_18 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_18.yas), c92222
-298.005665, 792.491004, 118.343152, a_m_m_valtownfolk_01 / male_civ_17 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_17.yas), c92222
-298.012855, 792.519670, 118.344804, player_zero / arthur (script@story@sal1@ig@sal1_ig8_arthur_tackle@sal1_ig8_arthur_tackle.yas), 4cc922
-298.016498, 792.141919, 118.320295, None / camera (script@story@sal1@ig@sal1_ig8_arthur_tackle@sal1_ig8_arthur_tackle.yas), null
-298.019874, 795.517607, 118.629966, cs_genstorymale / male01 (script@ambient@town@lumber_pass_balcony@action.yas), 4cc922
-298.097550, 790.863620, 118.338305, a_f_m_valtownfolk_01 / a_f_m_valtownfolk_01^31 (cutscene@mud2_ext.yas), 4cc922
-298.147332, 792.052821, 117.969643, None / camera (script@story@sal1@ig@sal1_ig8_arthur_tackle@sal1_ig8_arthur_tackle.yas), null
-298.180265, 791.277120, 118.330351, a_f_m_valtownfolk_01 / female_civ_09 (script@story@mud2@ig@ig_15@fight_crowd@female_civ_09.yas), c92222
-298.180431, 791.185480, 118.316619, a_f_m_valtownfolk_01 / female_civ_09 (script@story@mud2@ig@ig_15@fight_crowd@female_civ_09.yas), c92222
-298.207684, 791.062570, 118.304511, a_f_m_valtownfolk_01 / female_civ_09 (script@story@mud2@ig@ig_15@fight_crowd@female_civ_09.yas), c92222
-298.213700, 784.311830, 118.333114, u_m_m_valdoctor_01 / val_doctor (script@story@mud2@ig@ig_15@fight_crowd@val_doctor.yas), c92222
-298.228745, 791.175480, 118.297525, a_f_m_valtownfolk_01 / female_civ_09 (script@story@mud2@ig@ig_15@fight_crowd@female_civ_09.yas), c92222
-298.278730, 780.670800, 118.459164, cs_lenny / lenny (cutscene@mud5_mcs1.yas), 4cc922
-298.290002, 784.436560, 118.243879, u_m_m_valdoctor_01 / val_doctor (script@story@mud2@ig@ig_15@fight_crowd@val_doctor.yas), c92222
-298.297120, 782.482860, 118.340269, player_zero / arthur (cutscene@mud5_mcs1.yas), 4cc922
-298.306603, 783.589774, 118.323592, player_zero / arthur (script@story@mud5@ig@ig_1_bank_robbery@ig_1_bank_robberyleadout.yas), 4cc922
-298.325396, 780.934680, 118.434993, cs_lenny / lenny (script@story@mud5@ig@ig22_gang_bank_walk@ig_22_group_stairs_lenny.yas), 4cc922
-298.328430, 787.604500, 118.157859, a_m_m_valtownfolk_01 / male_civ_11 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_11.yas), c92222
-298.337613, 787.665920, 118.187218, a_m_m_valtownfolk_01 / male_civ_11 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_11.yas), c92222
-298.339274, 787.700230, 118.192165, a_m_m_valtownfolk_01 / male_civ_11 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_11.yas), c92222
-298.345931, 790.896840, 118.356704, p_bottlejd01x / p_bottlejd01x (cutscene@mud2_ext.yas), 4cc922
-298.355624, 784.416530, 118.306273, u_m_m_valdoctor_01 / val_doctor (script@story@mud2@ig@ig_15@fight_crowd@val_doctor.yas), c92222
-298.387002, 788.518240, 118.246017, a_f_m_valtownfolk_01 / female_civ_08 (script@story@mud2@ig@ig_15@fight_crowd@female_civ_08.yas), c92222
-298.403743, 793.211758, 118.509362, player_zero / arthur (script@story@sal1@ig@sal1_ig9_arthur_drunk@sal1_ig9_drunk_falls.yas), null
-298.409650, 787.697410, 118.208043, a_m_m_valtownfolk_01 / male_civ_11 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_11.yas), c92222
-298.440264, 819.300780, 118.866079, player_zero / arthur (cutscene@robt_s2_int.yas), 4cc922
-298.440268, 819.300780, 118.866016, player_three / john (cutscene@robt_s2_int.yas), 4cc922
-298.457337, 793.318818, 118.509362, player_zero / arthur (script@story@sal1@ig@sal1_ig9_arthur_drunk@sal1_ig9_drunk_falls.yas), null
-298.459420, 776.055233, 118.714297, s_inv_moneyclip01x / objmoney (script@beat@town@townrobbery@handover_money.yas), 4cc922
-298.491255, 776.111603, 118.764000, player_zero / pedplayer (script@beat@town@townrobbery@handover_money.yas), 4cc922
-298.500865, 788.479700, 118.220029, a_f_m_valtownfolk_01 / female_civ_08 (script@story@mud2@ig@ig_15@fight_crowd@female_civ_08.yas), c92222
-298.541845, 787.682810, 118.172433, a_m_m_valtownfolk_01 / a_m_m_valtownfolk_01^14 (cutscene@mud2_ext.yas), 4cc922
-298.571927, 776.180205, 118.598585, s_inv_moneyclip01x / objmoney (script@beat@town@townrobbery@handover_money.yas), 4cc922
-298.578716, 792.299194, 118.302522, a_m_m_valtownfolk_01 / male_civ_17 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_17.yas), c92222
-298.618462, 791.666087, 118.505490, player_zero / arthur (script@story@sal1@ig@sal1_ig9_arthur_drunk@sal1_ig9_drunk_stumbles.yas), null
-298.620160, 791.429505, 118.505490, player_zero / arthur (script@story@sal1@ig@sal1_ig9_arthur_drunk@sal1_ig9_drunk_falls.yas), null
-298.638098, 788.438290, 118.222780, a_f_m_valtownfolk_01 / female_civ_08 (script@story@mud2@ig@ig_15@fight_crowd@female_civ_08.yas), c92222
-298.650769, 792.107681, 118.283570, a_m_m_valtownfolk_01 / male_civ_17 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_17.yas), c92222
-298.653549, 792.024649, 118.257990, a_m_m_valtownfolk_02 / a_m_m_valtownfolk_02^30 (cutscene@mud2_ext.yas), 4cc922
-298.663977, 789.649710, 118.294982, a_f_m_valprostitute_01 / female_civ_07 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_13_female_civ_7.yas), c92222
-298.663977, 789.649710, 118.295565, a_f_m_valprostitute_01 / female_civ_07 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_13_female_civ_7.yas), c92222
-298.693253, 792.112831, 118.240113, a_m_m_valtownfolk_01 / male_civ_17 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_17.yas), c92222
-298.697621, 789.271430, 118.289975, a_m_m_valtownfolk_01 / male_civ_13 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_13_female_civ_7.yas), c92222
-298.736975, 782.331194, 118.364651, cs_karen / karen (script@story@mud5@ig@ig_20_group_stairs@ig_20_group_stairs_karen.yas), 4cc922
-298.757016, 792.101510, 118.231067, a_m_m_valtownfolk_01 / male_civ_17 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_17.yas), c92222
-298.774338, 791.730738, 118.509973, player_zero / arthur (script@story@sal1@ig@sal1_ig9_arthur_drunk@sal1_ig9_drunk_stumbles.yas), null
-298.778797, 791.808859, 118.505490, player_zero / arthur (script@story@sal1@ig@sal1_ig9_arthur_drunk@sal1_ig9_drunk_stumbles.yas), null
-298.805028, 792.228644, 118.287148, a_m_m_valtownfolk_01 / male_civ_17 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_17.yas), c92222
-298.805028, 792.228645, 118.287148, a_m_m_valtownfolk_01 / male_civ_17 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_17.yas), c92222
-298.814848, 791.536207, 118.509362, player_zero / arthur (script@story@sal1@ig@sal1_ig9_arthur_drunk@sal1_ig9_drunk_stumbles.yas), null
-298.919272, 853.515993, 119.724580, None / camera (script@story@sal1@ig@sal1_ig5_drown@sal1_ig5_drown_intro.yas), null
-298.958890, 783.294710, 118.252678, cs_karen / karen (cutscene@mud5_mcs1.yas), 4cc922
-298.989189, 792.047667, 118.509973, player_zero / arthur (script@story@sal1@ig@sal1_ig9_arthur_drunk@sal1_ig9_drunk_stumbles.yas), null
-297.000540, 781.160250, 118.526429, cs_billwilliamson / billwilliamson (cutscene@mud5_mcs1.yas), 4cc922
-297.020459, 784.744143, 118.904154, None / player_camera (script@story@mud5@ig@ig_1_bank_robbery@ig_1_bank_robberyleadout.yas), null
-297.046980, 782.778640, 118.957047, None / camera (script@story@mud5@leadout@mcs1@leadout.yas), null
-297.049427, 798.429348, 121.513233, p_hammer01x / p_hammer01x (script@story@mud2@ig@ig_15@fight_crowd@farmer.yas), 4cc922
-297.101108, 783.826440, 118.460167, a_m_m_valtownfolk_01 / a_m_m_valtownfolk_01^7 (cutscene@mud2_ext.yas), 4cc922
-297.348262, 787.640630, 118.232092, a_m_m_valtownfolk_01 / male_civ_11 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_11.yas), c92222
-297.395805, 788.505050, 118.272991, a_f_m_valtownfolk_01 / female_civ_08 (script@story@mud2@ig@ig_15@fight_crowd@female_civ_08.yas), c92222
-297.460859, 788.528460, 118.312078, a_f_m_valtownfolk_01 / a_f_m_valtownfolk_01^13 (cutscene@mud2_ext.yas), 4cc922
-297.461295, 783.661850, 118.416900, u_m_m_valdoctor_01 / val_doctor (script@story@mud2@ig@ig_15@fight_crowd@val_doctor.yas), c92222
-297.461295, 783.661850, 118.417418, u_m_m_valdoctor_01 / val_doctor (script@story@mud2@ig@ig_15@fight_crowd@val_doctor.yas), c92222
-297.461295, 783.661850, 118.427253, u_m_m_valdoctor_01 / val_doctor (script@story@mud2@ig@ig_15@fight_crowd@val_doctor.yas), c92222
-297.478012, 798.586969, 122.453679, a_m_m_valfarmer_01 / farmer (script@story@mud2@ig@ig_15@fight_crowd@farmer.yas), c92222
-297.485644, 788.482680, 118.278597, a_f_m_valtownfolk_01 / female_civ_08 (script@story@mud2@ig@ig_15@fight_crowd@female_civ_08.yas), c92222
-297.494928, 788.544110, 118.284622, a_f_m_valtownfolk_01 / female_civ_08 (script@story@mud2@ig@ig_15@fight_crowd@female_civ_08.yas), c92222
-297.495775, 798.330076, 122.470743, cs_genstorymale / male (script@ambient@town@lumber_pass_balcony@action.yas), 4cc922
-297.527495, 780.789760, 118.584409, a_m_m_valtownfolk_01 / male_civ_10 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_10.yas), c92222
-297.532400, 788.526970, 118.292941, a_f_m_valtownfolk_01 / female_civ_08 (script@story@mud2@ig@ig_15@fight_crowd@female_civ_08.yas), c92222
-297.533054, 783.818320, 118.396498, u_m_m_valdoctor_01 / val_doctor (script@story@mud2@ig@ig_15@fight_crowd@val_doctor.yas), c92222
-297.537223, 783.800930, 118.292964, u_m_m_valdoctor_01 / val_doctor (script@story@mud2@ig@ig_15@fight_crowd@val_doctor.yas), c92222
-297.601008, 783.847740, 118.331562, u_m_m_valdoctor_01 / val_doctor (script@story@mud2@ig@ig_15@fight_crowd@val_doctor.yas), c92222
-297.606070, 783.250300, 118.260626, player_zero / arthur (cutscene@mud5_mcs1.yas), 4cc922
-297.612110, 781.541610, 118.443466, player_zero / arthur (script@story@mud5@leadout@mcs1@leadout.yas), 4cc922
-297.624059, 798.529403, 123.010213, p_lumber09_piece01x / lumber (script@ambient@town@lumber_pass_balcony@action.yas), 4cc922
-297.624060, 798.529404, 123.010213, p_lumber09_piece01x / lumber (script@ambient@town@lumber_pass_balcony@action.yas), 4cc922
-297.632081, 798.438552, 122.459320, cs_genstorymale / male (script@ambient@town@lumber_pass_balcony@action.yas), 4cc922
-297.647848, 793.580675, 118.505490, player_zero / arthur (script@story@sal1@ig@sal1_ig9_arthur_drunk@sal1_ig9_drunk_falls.yas), null
-297.658408, 795.445162, 119.156154, p_lumber09_piece01x / lumber (script@ambient@town@lumber_pass_balcony@action.yas), 4cc922
-297.658408, 795.445163, 119.156154, p_lumber09_piece01x / lumber (script@ambient@town@lumber_pass_balcony@action.yas), 4cc922
-297.675297, 798.283313, 122.453679, a_m_m_valfarmer_01 / farmer (script@story@mud2@ig@ig_15@fight_crowd@farmer.yas), c92222
-297.703979, 783.932280, 118.389668, u_m_m_valdoctor_01 / val_doctor (script@story@mud2@ig@ig_15@fight_crowd@val_doctor.yas), c92222
-297.734414, 792.652154, 118.338081, player_zero / arthur (script@story@sal1@ig@sal1_ig8_arthur_tackle@sal1_ig8_arthur_tackle.yas), 4cc922
-297.738510, 782.783000, 118.742631, None / exportcamera (cutscene@mud5_mcs1.yas), null
-297.826842, 795.551991, 118.631347, cs_genstorymale / male01 (script@ambient@town@lumber_pass_balcony@action.yas), 4cc922
-297.896260, 781.095830, 118.436015, cs_lenny / lenny (cutscene@mud5_mcs1.yas), 4cc922
-297.919120, 781.090880, 118.442270, cs_lenny / lenny (cutscene@mud5_mcs1.yas), 4cc922
-297.934490, 782.782790, 118.750819, None / exportcamera (cutscene@mud5_mcs1.yas), null
-297.947577, 791.477220, 118.342666, a_f_m_valtownfolk_01 / female_civ_09 (script@story@mud2@ig@ig_15@fight_crowd@female_civ_09.yas), c92222
-297.997880, 784.320910, 118.264999, player_zero / arthur (cutscene@mud5_mcs1.yas), 4cc922
-296.011660, 734.923086, 117.783865, cs_genstorymale / odriscoll01 (script@beat@wilderness@footrobbery@main.yas), 4cc922
-296.026358, 819.924507, 119.477632, None / camera (script@story@sal1@ig@sal1_ig10_arthur_fall@sal1_ig10_arthur_fall.yas), null
-296.028335, 734.940393, 117.783865, cs_genstorymale / odriscoll01 (script@beat@wilderness@footrobbery@main.yas), 4cc922
-296.060136, 801.935021, 119.234715, a_m_m_valtownfolk_01 / male_civ_12 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_12.yas), c92222
-296.083400, 783.433230, 118.669349, cs_billwilliamson / billwilliamson (cutscene@mud5_mcs1.yas), 4cc922
-296.085789, 819.399065, 119.346373, None / camera (script@story@sal1@ig@sal1_ig10_arthur_fall@sal1_ig10_arthur_fall.yas), null
-296.139236, 732.803896, 117.773456, cs_genstorymale / odriscoll02 (script@beat@wilderness@footrobbery@main.yas), 4cc922
-296.200357, 779.666060, 118.674194, a_m_m_valtownfolk_01 / male_civ_16 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_16.yas), c92222
-296.216170, 784.282850, 118.620862, cs_lenny / lenny (cutscene@mud5_mcs1.yas), 4cc922
-296.271607, 783.848476, 118.603300, u_m_m_valtownfolk_01 / pedcrowdmaleb (script@beat@town@duelwinner@crowdd_malemale.yas), 4cc922
-296.272894, 820.785107, 119.406830, None / camera (script@story@sal1@ig@sal1_ig10_arthur_fall@sal1_ig10_arthur_fall.yas), null
-296.281793, 819.921215, 119.639827, None / camera (script@story@sal1@ig@sal1_ig10_arthur_fall@sal1_ig10_arthur_fall.yas), null
-296.510061, 801.092949, 118.239954, p_door34x / p_door34x (script@story@mud2@ig@ig_15@fight_crowd@male_civ_12.yas), 4cc922
-296.511174, 801.152231, 118.236909, p_door34x / p_door34x (cutscene@mud2_ext.yas), 4cc922
-296.540985, 798.632132, 121.477913, p_hammer01x / p_hammer01x (script@story@mud2@ig@ig_15@fight_crowd@farmer.yas), 4cc922
-296.591430, 780.778290, 118.567149, cs_billwilliamson / billwilliamson (cutscene@mud5_mcs1.yas), 4cc922
-296.650663, 788.349910, 118.326494, a_f_m_valtownfolk_01 / female_civ_08 (script@story@mud2@ig@ig_15@fight_crowd@female_civ_08.yas), c92222
-296.729010, 781.591920, 118.655924, w_rifle_boltaction01 / w_rifle_boltaction01 (cutscene@mud5_mcs1.yas), 4cc922
-296.824386, 781.264453, 118.603300, u_m_m_valtownfolk_01 / pedcrowdmaleb (script@beat@town@duelwinner@crowdd_malemale.yas), 4cc922
-296.827584, 780.994794, 118.546991, cs_billwilliamson / billwilliamson (script@story@mud5@ig@ig22_gang_bank_walk@ig_22_group_stairs_bill.yas), 4cc922
-296.834670, 780.968350, 118.612931, w_rifle_boltaction01 / w_rifle_boltaction01 (cutscene@mud5_mcs1.yas), 4cc922
-296.860612, 798.375307, 121.762721, p_hammer01x / p_hammer01x (script@story@mud2@ig@ig_15@fight_crowd@farmer.yas), 4cc922
-296.931669, 784.340740, 118.447407, a_f_m_valtownfolk_01 / a_f_m_valtownfolk_01^10 (cutscene@mud2_ext.yas), 4cc922
-296.965790, 781.170180, 118.526778, cs_billwilliamson / billwilliamson (cutscene@mud5_mcs1.yas), 4cc922
-296.968733, 788.466920, 118.319599, a_f_m_valtownfolk_01 / female_civ_08 (script@story@mud2@ig@ig_15@fight_crowd@female_civ_08.yas), c92222
-296.978250, 781.439490, 118.680047, w_rifle_boltaction01 / w_rifle_boltaction01 (cutscene@mud5_mcs1.yas), 4cc922
-296.988400, 1194.315800, 95.122960, None / camera (script@load_screens@loc@k09a.yas), null
-295.007140, 790.965820, 118.532751, player_zero / arthur (script@story@sal1@ig@sal1_ig7_lenny_tackle@sal1_ig7_lenny_tackle.yas), 4cc922
-295.132422, 784.222013, 118.603300, u_m_m_valtownfolk_02 / pedcrowdmalea (script@beat@town@duelwinner@crowdd_malemale.yas), 4cc922
-295.132423, 784.222013, 118.603300, u_m_m_valtownfolk_02 / pedcrowdmalea (script@beat@town@duelwinner@crowdd_malemale.yas), 4cc922
-295.207518, 784.104957, 119.294528, cs_karen / karen (script@story@mud5@ig@ig_20_group_stairs@ig_20_group_stairs_karen.yas), 4cc922
-295.433649, 734.587799, 117.784761, cs_genstorymale / victim (script@beat@wilderness@footrobbery@main.yas), 4cc922
-295.447425, 783.358544, 118.603300, u_m_m_valtownfolk_01 / pedcrowdmaleb (script@beat@town@duelwinner@crowdd_malemale.yas), 4cc922
-295.717190, 799.955862, 119.270121, a_m_m_valtownfolk_01 / male_civ_18 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_18.yas), c92222
-295.810110, 786.473000, 118.349969, a_f_m_valtownfolk_01 / a_f_m_valtownfolk_01^9 (cutscene@mud2_ext.yas), 4cc922
-295.967367, 782.387583, 118.603300, u_m_m_valtownfolk_02 / pedcrowdmalea (script@beat@town@duelwinner@crowdd_malemale.yas), 4cc922
-295.979497, 784.632566, 118.603300, u_m_m_valtownfolk_02 / pedcrowdmalea (script@beat@town@duelwinner@crowdd_malemale.yas), 4cc922
-295.979497, 784.632567, 118.603300, u_m_m_valtownfolk_02 / pedcrowdmalea (script@beat@town@duelwinner@crowdd_malemale.yas), 4cc922
-294.002776, 796.278003, 118.628000, u_m_m_valtownfolk_02 / pedcrowdmalea (script@beat@town@duelwinner@crowdb_malemale.yas), 4cc922
-294.165473, 820.435350, 119.337113, player_zero / arthur (script@story@sal1@ig@sal1_ig10_arthur_fall@sal1_ig10_arthur_fall.yas), 4cc922
-294.263690, 795.928429, 118.628000, u_m_m_valtownfolk_02 / pedcrowdmalea (script@beat@town@duelwinner@crowdb_malemale.yas), 4cc922
-294.267577, 820.220349, 119.200867, player_zero / arthur (script@story@sal1@ig@sal1_ig10_arthur_fall@sal1_ig10_arthur_fall.yas), 4cc922
-294.572663, 820.339947, 119.231992, player_zero / arthur (script@story@sal1@ig@sal1_ig10_arthur_fall@sal1_ig10_arthur_fall.yas), 4cc922
-294.678380, 820.579040, 119.264253, player_zero / arthur (script@story@sal1@ig@sal1_ig10_arthur_fall@sal1_ig10_arthur_fall.yas), 4cc922
-294.771780, 784.693780, 119.274412, a_m_m_valtownfolk_02 / a_m_m_valtownfolk_02^31 (cutscene@mud2_ext.yas), 4cc922
-293.105155, 795.693282, 118.628000, u_m_m_valtownfolk_01 / pedcrowdmaleb (script@beat@town@duelwinner@crowdb_malemale.yas), 4cc922
-293.589805, 797.220386, 118.627999, u_m_m_valtownfolk_02 / pedcrowdmalea (script@beat@town@duelwinner@crowdb_malemale.yas), 4cc922
-293.787559, 795.493713, 118.628000, u_m_m_valtownfolk_01 / pedcrowdmaleb (script@beat@town@duelwinner@crowdb_malemale.yas), 4cc922
-293.995897, 795.084069, 118.628000, u_m_m_valtownfolk_01 / pedcrowdmaleb (script@beat@town@duelwinner@crowdb_malemale.yas), 4cc922
-292.110830, 783.599650, 118.279581, p_doorlocked04x / p_doorlocked04x (script@story@mud2@ig@ig_15@fight_crowd@female_civ_06.yas), 4cc922
-292.118720, 783.613170, 118.279298, p_doorlocked04x / p_doorlocked04x (script@story@mud2@ig@ig_15@fight_crowd@val_gunsmith.yas), 4cc922
-292.450880, 793.215209, 118.730000, cs_lenny / lenny (script@story@sal1@ig@sal1_ig7_lenny_tackle@sal1_ig7_lenny_tackle.yas), 4cc922
-292.754680, 783.788880, 119.322134, u_m_m_valdoctor_01 / val_doctor (script@story@mud2@ig@ig_15@fight_crowd@val_doctor.yas), c92222
-291.064778, 812.585782, 119.380000, u_m_m_valdoctor_01 / peddoctor (script@proc@shoprobberies@valentinedoctor@doctorbackroom.yas), 4cc922
-291.077810, 829.944610, 119.892958, s_m_m_ambientlawrural_01 / s_m_m_ambientlawrural_01^1 (script@story@sal1@ig@sal1_ig17_arthur_heads_to_fence@sal1_ig17_arthur_heads_to_fence.yas), 4cc922
-291.315960, 867.146516, 121.131423, a_f_m_valtownfolk_01 / pedvictim2 (script@beat@town@peepingtom@spankscene.yas), 4cc922
-291.422780, 829.862650, 119.946968, s_m_m_ambientlawrural_01 / s_m_m_ambientlawrural_01^1 (script@story@sal1@ig@sal1_ig17_arthur_heads_to_fence@sal1_ig17_arthur_heads_to_fence.yas), 4cc922
-291.497030, 783.137910, 119.179342, u_m_m_valgunsmith_01 / val_gunsmith (script@story@mud2@ig@ig_15@fight_crowd@val_gunsmith.yas), c92222
-291.778000, 790.729320, 118.747065, None / camera (script@story@sal1@ig@sal1_ig7_lenny_tackle@sal1_ig7_lenny_tackle.yas), null
-291.929603, 866.714247, 121.131423, u_m_m_unipeepingtom_01 / pedvictim (script@beat@town@peepingtom@spankscene.yas), 4cc922
-290.162802, 812.801954, 119.425771, u_m_m_valdoctor_01 / peddoctor (script@proc@shoprobberies@valentinedoctor@doctorbackroom.yas), 4cc922
-290.258050, 814.110930, 119.385033, a_m_m_valtownfolk_01 / pedgangcountcash (script@proc@shoprobberies@valentinedoctor@gangopendoorshortloop.yas), 4cc922
-290.679978, 840.440928, 120.036692, cs_lenny / lenny (script@story@sal1@ig@sal1_ig3_collapse_in_laughter@sal1_ig3_collapse_in_laughter.yas), 4cc922
-290.746880, 782.528910, 119.189026, a_f_m_valtownfolk_01 / female_civ_06 (script@story@mud2@ig@ig_15@fight_crowd@female_civ_06.yas), c92222
-290.778908, 842.721780, 120.037406, player_zero / arthur (script@story@sal1@ig@sal1_ig3_collapse_in_laughter@sal1_ig3_collapse_in_laughter.yas), 4cc922
-290.804450, 796.267858, 118.843279, a_f_m_valprostitute_01 / female_civ_07 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_13_female_civ_7.yas), c92222
-290.856610, 813.357530, 118.415483, s_doorsldprtn01x / objdoor (script@proc@shoprobberies@valentinedoctor@gangopendoorshortloop.yas), 4cc922
-289.260945, 806.578634, 119.379857, cs_genstorymale / doctor (script@proc@shoprobberies@valentinedoctor@doctorgreet.yas), 4cc922
-289.260945, 806.578634, 119.379857, u_m_m_valdoctor_01 / peddoctor (script@proc@shoprobberies@valentinedoctor@doctorbackroom.yas), 4cc922
-289.722840, 787.400300, 118.190575, None / camera (script@load_screens@loc@l09a.yas), null
-289.879460, 796.224591, 118.809360, a_m_m_valtownfolk_01 / male_civ_13 (script@story@mud2@ig@ig_15@fight_crowd@male_civ_13_female_civ_7.yas), c92222
-288.093516, 805.053503, 119.389962, u_m_m_valdoctor_01 / peddoctor (script@proc@shoprobberies@valentinedoctor@doctorbackroom.yas), 4cc922
-288.219633, 805.006292, 119.330467, p_cs_pick01x / pick (scenario@mech@player_cash_register@openlockpickgrab.yas), 4cc922
-288.242473, 805.052668, 119.408984, player_zero / player (scenario@mech@player_cash_register@opengrab.yas), 4cc922
-288.242473, 805.052668, 119.408984, player_zero / player (scenario@mech@player_cash_register@openlockpickgrab.yas), 4cc922
-288.242473, 805.052668, 119.408984, player_zero / player (scenario@mech@player_cash_register@openpicklockshort.yas), 4cc922
-288.242477, 805.052667, 119.378984, player_zero / player (scenario@mech@rob_cash_register_clerk_open_1h@base.yas), 4cc922
-288.242477, 805.052667, 119.378984, player_zero / player (scenario@mech@rob_cash_register_open_rifle@base.yas), 4cc922
-288.242477, 805.052667, 119.378984, player_zero / player (scenario@mech@rob_cash_register_open_rifle@enter.yas), 4cc922
-288.242477, 805.052667, 119.381039, player_zero / player (scenario@mech@rob_cash_register_clerk_open_1h@enter.yas), 4cc922
-288.242477, 805.052667, 119.408984, player_zero / player (scenario@mech@player_cash_register@opengungrab.yas), 4cc922
-288.242477, 805.052667, 119.408984, player_zero / player (scenario@mech@player_cash_register@openshort.yas), 4cc922
-288.242477, 805.052667, 119.408984, player_zero / player (scenario@mech@player_cash_register@openwithgunshort.yas), 4cc922
-288.255043, 805.021061, 119.405697, cs_genstorymale / clerk (script@proc@shoprobberies@global@clerk_open_register@base.yas), 4cc922
-288.267592, 805.073259, 119.383503, player_zero / player (scenario@mech@rob_cash_register_valdoc_1h@base.yas), 4cc922
-288.267592, 805.073259, 119.383503, player_zero / player (scenario@mech@rob_cash_register_valdoc_1h@enter.yas), 4cc922
-288.269088, 805.049970, 119.409384, player_zero / player (scenario@mech@rob_cash_register_valdoc@base.yas), 4cc922
-288.269088, 805.049970, 119.409384, player_zero / player (scenario@mech@rob_cash_register_valdoc@enter.yas), 4cc922
-288.269388, 805.050070, 119.408984, 0x26C813F3 / player (scenario@mech@rob_cash_register_clerk_open@base.yas), 4cc922
-288.280112, 805.005214, 119.379876, player_zero / player (scenario@mech@rob_cash_register_clerk_open_2h@enter.yas), 4cc922
-288.281139, 805.013351, 119.378984, player_zero / player (scenario@mech@rob_cash_register_clerk_open_2h@base.yas), 4cc922
-288.342632, 805.004928, 119.391231, player_zero / player (scenario@mech@rob_cash_register_valdoc_2h@base.yas), 4cc922
-288.342632, 805.004928, 119.391231, player_zero / player (scenario@mech@rob_cash_register_valdoc_2h@enter.yas), 4cc922
-288.342932, 805.005028, 119.390831, player_zero / player (scenario@mech@rob_cash_register_clerk_open@enter.yas), 4cc922
